序号,股票代码,股票简称,每股收益,营业收入-营业收入,营业收入-同比增长,营业收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
11,603056,德邦股份,0.02,14889380777.8,28.1556240804,2.0152,15658402.22,-89.88,-54.6808,6.044295831823,0.26,1.302041310494,10.1104560045,物流行业,2023-01-21
12,871478,巨能股份,0.45,96161521.31,48.912176763,,8204898.36,41.57,,4.296188735487,10.6,0.807930571194,39.1220051404,,2023-01-16
13,873762,智达科技,0.51,197639733.04,,,42715740.19,,,,11.83,,49.3853879828,,2023-01-13
14,873838,千叶眼镜,0.31,181822775.04,,,18886844.98,,,,14.44,,62.0887216495,,2023-01-04
15,001267,汇绿生态,0.049,330736054.92,9.256713071,35.1123,34284631.52,12.78,298.7078,1.590374179186,3.01,-0.191149117929,24.9351712319,工程建设,2022-12-30
16,873977,宏图智能,0.08,1686610193.54,,,6650354.97,,,,2.21,,2.8414434742,,2022-12-29
17,688701,卓锦股份,-0.03,116639311.99,119.6574594518,37.5565,-3001788.27,78.0,76.5615,2.863514364778,-1.04,-0.502061715854,35.149334483,环保行业,2022-12-29
18,870710,中孚环境,0.06,47480191.61,41.2151931387,73.9206,2942733.03,72.4,133.7975,2.97994775625,4.2,0.009728332083,21.417698529,,2022-12-28
19,002427,*ST尤夫,-0.3673,1392929610.6,5.7792099344,15.6307,-160864660.94,-63.43,-57.7108,-0.239731767342,-654.91,0.004033615645,13.9135006231,化纤行业,2022-12-27
20,831378,富耐克,0.1815,150083046.56,38.8695409337,-19.4319,23427442.82,35.8,-52.8588,3.358991779018,5.16,0.42118629095,41.090252246,,2022-12-26
21,870976,视声智能,0.3,99819636.44,50.3781498324,,10224275.75,97.16,,2.18325046387,12.36,-0.05319337971,35.1056057803,,2022-12-23
22,833755,扬德环能,0.13,167991223.68,20.176431248,-10.4869,46984396.46,32.7893689565,-52.326,1.963872811085,6.75,0.155428621111,49.3351584175,,2022-12-23
23,600079,人福医药,0.42,9669084174.71,0.1398046546,7.0349,662401215.68,68.88,20.1128,7.63794427315,5.6,0.226319305445,44.7176958174,化学制药,2022-12-23
24,873576,天力复合,0.2547,223820653.83,25.5576888401,,17832026.9,95.48,,2.997754865426,7.34,0.063063234255,21.5073135505,,2022-12-22
25,872249,金米特,0.5755,89126906.84,93.0839821993,15.118,28773190.05,136.84,15.9274,2.898516552865,22.04,-0.059836355053,51.6152036585,,2022-12-21
26,832978,开特股份,0.12,167609435.2,65.556707857,,18933053.53,146.51,,2.021318729156,5.91,0.095207769646,32.8931079472,,2022-12-19
27,836027,金晟环保,0.17,263853808.38,35.8322374324,,15561941.84,-34.22,,4.428913506237,3.56,-0.029602634839,16.9227447859,,2022-12-15
28,832175,东方碳素,0.19,149313625.27,77.628842336,,16475509.46,36.84,,3.529798934483,5.54,-0.066952703333,25.8241291779,,2022-12-15
29,870726,鸿智科技,0.14,174710065.36,9.7625817836,,4322172.76,-68.09,,3.002267451227,4.15,0.488541043517,12.6371523842,,2022-12-14
30,833120,瑞铁股份,0.08,106022148.54,-10.2514445471,,4364167.34,-26.57,,4.970518694107,1.58,-0.191762913393,26.5780098385,,2022-12-14
31,834422,鑫光正,0.23,410752684.63,18.222567051,,25549502.92,57.84,,1.579357204259,15.09,-0.112678617034,22.413138235,,2022-12-13
32,430566,虹越花卉,0.27,299363514.41,19.7365816662,0.2162,15571750.7,18.16,3.6497,4.754570043793,4.9,0.546064271034,30.3077941942,,2022-12-13
33,300201,*ST海伦,0.023,629804576.75,-9.6558784548,62.6698,23896174.3,235.58,38.7837,1.128327471937,2.27,-0.298415101474,27.4538140644,工程机械,2022-12-13
34,871656,远盾网络,0.03,14574313.44,19.4998662785,,1421100.1,-58.21,,0.803835446065,4.42,0.040061545366,53.6541966947,,2022-12-12
35,838837,华原股份,0.17,298955686.71,37.1299206877,-4.7191,22116410.29,41.84,70.7699,2.483366305346,6.8,-0.224810032824,21.6847854321,,2022-12-12
36,833243,龙辰科技,0.22,82698539.31,109.0289516912,30.7355,14721601.3,544.43,664.3277,2.720740296586,8.25,-0.452909674172,29.8116048913,,2022-12-12
37,832651,天罡股份,0.5407,101850359.68,21.9118050739,,27224443.26,73.27,,5.282664368818,8.86,0.011620994042,50.399587337,,2022-12-12
38,831396,许昌智能,0.14,162712169.82,34.1587434705,,14026681.35,126.48,,3.02457956198,4.82,-0.45704093,25.8226960076,,2022-12-12
39,872211,润和催化,0.0659,183068752.07,52.6397492697,,16656045.5,5954.03,,1.220703814906,5.93,0.367732888366,31.4174581078,,2022-12-08
40,300757,罗博特科,0.28,491232480.39,85.2732233655,-4.6151,29147338.77,197.84,-32.0359,6.964494045962,4.11,-1.175820857308,23.6813012115,专用设备,2022-12-08
41,836419,万德股份,-0.01,194472844.91,12.5470858264,,-572678.82,-102.35,,3.35923167735,-0.24,-0.461589685591,12.0036392489,,2022-12-07
42,833751,惠同新材,0.2,86245120.5,8.8355291315,,13062940.9,-1.89,,3.254952925476,6.12,0.142492408728,38.5577747323,,2022-12-07
43,833284,灵鸽科技,0.1799,72329417.05,8.403658413,-36.8363,11409378.26,-5.82,-72.2902,1.650823020595,10.94,-0.00185394257,38.6828956891,,2022-12-07
44,837663,明阳科技,0.41,71523344.0,23.8508850564,-6.7854,15971232.93,2.53,-17.1042,3.63811084031,10.7,0.24698367261,44.5718727161,汽车零部件,2022-12-06
45,835755,创研股份,0.32,93750838.1,231.964886238,,8360506.51,150.18,,2.138464004377,48.5,-0.952387830352,15.5940362628,,2022-12-06
46,832586,圣兆药物,-0.47,13064323.29,50.4797490837,-2.669,-49438458.3,-19.24,-34.4335,2.676964747273,-14.0,-0.434863201091,25.6471098091,,2022-12-06
47,002842,翔鹭钨业,0.09,775505881.77,27.0898867528,11.1707,24277247.52,73.93,2.5931,3.445161479574,2.43,0.039096243071,13.0526654458,小金属,2022-12-03
48,834162,江平生物,0.46,92801652.7,13.0994478292,,16238045.51,33.8,,6.367930811681,7.43,0.229808996561,34.7731923205,,2022-12-02
49,834026,武新股份,0.08,329864631.09,76.0270407501,,15830426.26,29.92,,1.244052249944,6.69,0.1340073185,9.5404015932,,2022-12-02
50,832280,创元期货,0.04,2567564808.71,141.9610138314,,19208754.21,88.63,,1.8359762716,2.11,1.44020740126,,,2022-12-02
51,688020,方邦股份,0.47,122508713.72,-16.1184901754,7.7856,37274965.39,-43.35,-8.5377,20.08737020625,2.3,0.38825819375,63.7151120845,电子元件,2022-12-02
52,002224,三力士,0.1,399630336.93,5.0491735638,35.6319,71998566.13,-12.99,725.6058,3.221076841817,3.0,0.152700958392,38.6552059953,橡胶制品,2022-12-02
53,870711,泰莱电气,0.01,64536559.86,26.3030593613,,1649430.25,-62.16,,1.461414054288,0.94,-0.142627667777,23.7454495456,,2022-11-30
54,839493,并行科技,-0.72,72297896.15,70.3213808311,22.8973,-26695622.05,106.38,-54.9725,2.075351985845,-106.8,0.331560739683,33.1294726479,,2022-11-30
55,837506,贺鸿电子,0.2,151804805.81,70.5258497533,50.7736,8485826.83,-28.59,95.5326,4.640476158346,4.36,0.481868497265,25.8082335542,,2022-11-30
56,000630,铜陵有色,0.126,68154875960.04,53.3495887539,12.6839,1321083705.55,251.65,144.7942,1.900013231486,6.74,-0.089486383807,4.7222103901,有色金属,2022-11-30
57,839295,金百汇,0.18,46500675.42,9.6664753311,87.8497,9936930.28,40.73,-44.5318,2.350422212115,8.32,0.223766504615,42.6571215597,,2022-11-29
58,833179,南京试剂,0.5464,204545404.99,25.9473582359,,43709104.35,11.89,,4.131628795375,13.58,0.322447277375,32.9481810277,,2022-11-29
59,831047,深远石油,-0.03,35073631.68,-22.4645066355,,-2323460.85,-321.02,,1.377905502453,-2.4,-0.255546021645,46.0934676725,,2022-11-29
60,430515,麟龙股份,0.22,212555884.68,17.7380048506,,78031121.34,37.54,,2.147472291765,9.81,0.211862472982,96.6486255929,,2022-11-29
61,839255,思亿欧,0.28,75590363.87,25.0026386497,,9647285.88,41.82,,1.59887980758,22.34,-0.233901221301,88.6052221619,,2022-11-28
62,836504,博迅生物,0.31,74050847.05,31.752613034,,10806071.73,113.6,,2.668699789714,11.11,-0.674740345714,38.633279307,,2022-11-28
63,834407,驰诚股份,0.22,58811719.78,37.7525897435,28.1598,11801494.78,-2.51,-13.8715,2.816258770395,7.67,0.033199635474,51.6866511874,仪器仪表,2022-11-28
64,834261,一诺威,0.99,3874605064.97,96.4897051901,11.5564,128991777.23,54.09,-58.3314,7.85806710804,12.33,1.334840396784,7.1540793493,化学制品,2022-11-28
65,832471,美邦科技,0.45,208279684.73,89.5048305128,69.0181,31532833.59,935.51,54.6634,4.714904418429,10.22,0.066600316,40.4433383262,,2022-11-28
66,830818,巨峰股份,0.2,366512809.41,47.6262975576,27.4525,37377405.49,36.76,132.9485,2.946895366645,7.11,-0.055748236968,22.0582448674,,2022-11-28
67,871757,太重向明,-0.06,66382932.92,-21.1937872204,-42.5244,-6585196.47,-220.83,-512.6864,1.716456074524,-3.71,0.181346307511,22.4424461901,,2022-11-25
68,870800,中草香料,0.17,63572789.76,43.5824897767,,7098119.38,54.04,,2.038344496862,11.82,0.098144680491,31.2285154937,,2022-11-25
69,838701,豪声电子,0.24,344265162.25,40.6349750582,12.3203,17414469.01,146.03,98.8528,3.893952512109,6.13,0.104966299184,15.981074591,,2022-11-25
70,833972,司南导航,0.07,100999515.11,32.9293794406,,3313070.84,125.37,,5.131248536894,1.36,-0.873956452595,53.6936206188,,2022-11-25
71,831462,友泰电气,0.05,30372512.16,12.3059787195,,1128465.86,-67.18,,1.321946891304,3.56,-0.050851540607,20.0220026515,,2022-11-25
72,600255,鑫科材料,0.02,1559084625.14,58.9398333432,34.0187,44375126.22,-27.38,5.5007,0.68412059777,3.68,-0.01814380131,13.5133449399,有色金属,2022-11-25
73,839206,睿路传播,0.16,61531393.83,-6.7403939696,,4908303.33,-47.6,,1.97644743634,6.91,-0.214865575383,28.3432235879,,2022-11-24
74,833609,乐通通信,0.0,257945381.26,8.8883657321,-8.1754,-1844318.6,-200.43,-215.2761,1.96299489784,-0.19,0.32260701288,16.5301046763,,2022-11-24
75,600243,青海华鼎,-0.04,269910939.82,-2.0249814757,50.9138,-17478667.86,15.2578355021,90.5563,2.582815747226,-1.53,-0.153113775937,10.9290812998,通用设备,2022-11-24
76,873695,海宏液压,0.6361,316497941.69,,,59616072.13,,,,11.7,,37.2212896649,,2022-11-23
77,870227,民兴生物,0.07,76246516.94,80.3948763411,,7966617.78,-23.73,,1.758857690463,4.28,0.113005226852,16.1197998456,,2022-11-23
78,833030,立方控股,0.12,183929003.86,59.9077453323,,9400000.61,348.0251541923,,5.311479172942,2.27,-0.199598653196,54.0371468687,,2022-11-23
79,832718,玖隆再生,0.09,201691902.0,41.9905511153,,2638121.08,167.22,,1.468467844667,6.17,0.041451056667,9.5344949199,,2022-11-23
80,832075,东方水利,0.125,95261936.97,54.4215246697,54.8057,9497620.52,7.77,305.3053,1.644117119403,7.93,-0.393957527995,31.8947199442,,2022-11-23
81,430359,同济医药,0.02,129620983.52,31.9487473849,,2539942.27,200.87,,2.914356554178,0.56,-0.253492450243,25.5168514632,,2022-11-23
82,836392,博为峰,0.14,151996575.78,43.0083001796,,11385479.1,94.28,,1.813489549317,12.11,0.357096937597,57.2979190768,,2022-11-22
83,832085,万古科技,-0.2879,205882699.22,2733.1071150538,,-4174764.77,-164.66,,0.826204486207,-29.68,-0.109753881379,3.3013224694,,2022-11-22
84,831395,智通建设,0.19,201391306.67,45.3887702484,,17650466.86,318.93,,2.058469395504,9.66,0.06686041662,23.1092632098,,2022-11-22
85,871694,中裕科技,0.18,136502346.49,8.2510851867,38.2623,13795388.06,-44.9298741854,344.0498,2.834286120702,5.26,-0.202722091819,37.1644361687,,2022-11-21
86,834948,晨泰科技,0.04,132145137.63,29.9880638079,,4874043.5,-57.99,,3.370879052594,1.13,-0.425570411148,29.1415586836,,2022-11-21
87,832350,汇知康,0.253,257752683.99,30.3736442344,-2.756,21759777.17,196.24,-5.8905,3.111563814646,5.56,0.184054409495,32.8369240428,,2022-11-21
88,831237,飞宇科技,0.0724,146428525.05,59.5543527413,,11204170.5,34.9,,1.584409565633,4.74,-0.055746522674,25.4438914052,,2022-11-21
89,873291,ST云尚,-0.59,2823985.4,-84.2606545744,,-9915224.48,-166.53,,-0.207214023395,-659.54,0.142709490702,11.7866611492,,2022-11-17
90,871655,知行股份,0.47,277039779.41,153.8709357857,,49213935.19,298.7,,1.982310301625,25.6,0.230143318303,24.5366103362,,2022-11-17
91,832958,艾芬达,0.37,364789522.36,75.0184009895,,23728301.65,598298.008132848,,4.765836188769,7.96,-0.447982501077,22.2864816248,,2022-11-17
92,832469,富恒新材,0.17,184889417.85,-2.8906752654,,13606319.05,-33.96,,2.65879316691,6.43,0.265409145377,16.6008700211,,2022-11-17
93,870263,ST太奇,0.1,10000475.56,-5.7768422776,,2064668.06,-23.73,,0.919390856039,11.47,-0.03283851401,92.5004879468,,2022-11-16
94,838161,易通股份,0.58,136252688.53,68.2820885333,,9218608.32,132.3062723776,,4.90289539375,12.49,-0.0653557725,17.1310032645,,2022-11-14
95,300937,药易购,0.1,1593377665.06,19.3906269544,-8.2385,8911217.92,-60.39,625.6314,7.915769657716,1.22,-1.535444965155,5.8477225283,医药商业,2022-11-14
96,836422,润普食品,0.24,209374617.19,5.4875868601,11.6342,16200778.65,54.69,31.6633,2.733715904735,9.07,0.374303233683,17.3461802092,食品饮料,2022-11-11
97,832010,亘古电缆,0.23,714160548.05,54.9597211339,,39942047.04,24.64,,3.918663457822,6.12,-0.767774963905,14.9587164933,,2022-11-10
98,002970,锐明技术,0.3,842272064.42,36.8341536722,123.1535,52702454.67,-38.4,469.7245,8.782434528192,3.37,-0.465874981051,37.6231139469,计算机设备,2022-11-10
99,873152,天宏锂电,0.11,146328926.14,104.6468741024,44.4396,5842766.7,88.1,-104.8131,1.423761063607,13.59,0.0169859018,18.6349078199,电池,2022-11-09
100,833936,百味佳,0.3,192048684.27,149.0131485495,9.8293,24470371.33,1228.08,-21.9922,3.586491345027,8.37,0.285302749754,34.158371623,,2022-11-09
101,836228,新阳特纤,0.04,86064582.65,20.6426847346,,5479326.07,26.96,,1.574414202963,2.35,-0.007413628688,19.9557121422,,2022-11-08
102,832786,骑士乳业,0.19,340529287.19,28.859649325,-3.0735,30455292.44,11.32,-41.91,2.943940277135,6.82,0.082192333544,23.1349539389,,2022-11-08
103,831415,城兴股份,0.04,35417602.99,1.657114558,,4592020.83,33.46,,3.519943896783,1.31,-0.39185963369,50.8662475693,,2022-11-08
104,872451,飞安瑞,1.75,64371606.17,18.9430152824,,8765800.26,16.64,,17.278576154,10.69,0.567177284,27.9759702786,,2022-11-07
105,837641,新业电子,0.6107,164138152.42,90.1461128057,,6534496.26,420.44,,13.78666516729,4.53,0.189237931776,15.5126302049,,2022-11-07
106,873038,捷甬达,0.14,161525843.65,73.0983174704,,7374043.14,105.32,,1.469650437377,10.36,0.018722171182,17.1298321214,,2022-11-04
107,832982,锦波生物,0.49,102334670.27,92.1777173456,4.3587,30379397.47,1035.44,-14.8287,5.416048709895,9.41,0.556966067922,81.1054133179,,2022-11-04
108,872541,铁大科技,0.06,74065524.75,36.1424296475,2.1026,6678821.58,355.28,-75.9195,2.427580136451,2.65,0.098645129508,42.4807079221,交运设备,2022-11-03
109,832914,锐嘉工业,0.01,31276553.96,-9.5869393491,,101608.91,-97.48,,1.994445169921,0.25,-0.039769357747,34.3838589243,,2022-11-03
110,400067,欣泰3,-0.0985,1555229.79,-64.6757265878,32.539,-16894633.49,-34.7,-69.0909,-2.004716400624,-5.04,-0.085606408819,-442.9773937136,,2022-11-02
111,873223,荣亿精密,0.08,108701910.59,55.3266482862,12.2385,9139845.36,-33.6175133838,-50.2921,1.585361930519,5.66,0.003781227353,26.3037416406,工程机械,2022-10-31
112,872862,ST牧标,0.003,41119609.65,-48.0290489262,,208402.74,-93.92,,2.017271038354,0.14,0.004970899454,15.648482986,,2022-10-31
113,871729,鹿草堂,-0.04,0.0,,,-429685.16,246.39,,1.097378019826,-3.55,0.000501721262,,,2022-10-31
114,870887,ST本润股,-0.07,9388295.0,-47.7378432562,,-2019722.03,-683.92,,1.458888802069,-4.65,0.075997426207,31.5162017171,,2022-10-31
115,870559,天鉴检测,0.06,26359884.87,39.5408929888,,608938.09,116.53,,3.752627381553,1.54,0.093507496914,50.954417579,,2022-10-31
116,839799,恒宇科技,0.0188,14735145.59,-39.5220635111,,1081610.32,-52.39,,0.575742622957,3.32,0.008811481565,42.5558255377,,2022-10-31
117,838563,宇清科技,0.01,18527595.97,29.9903016196,,492872.73,-26.1,,0.250854169302,4.68,-0.007148536047,30.3711419394,,2022-10-31
118,837308,更顺科技,-0.02,12600624.22,-44.8091247466,,-212544.38,-113.95,,0.907514759883,-1.47,0.056085990483,20.0682869027,,2022-10-31
119,833493,中岳非晶,-0.1702,23928850.48,10.9401125503,66.822,-27838903.84,-45.78,-82.595,1.656665546959,-9.77,0.056292037581,5.158168091,,2022-10-31
120,832912,西科集团,0.03,54457380.48,138.6403591972,,6201450.89,137.46,,1.232285407428,2.32,-0.142781600648,25.4379574778,,2022-10-31
121,002360,同德化工,0.19,411874857.49,25.9881425086,57.1498,74092118.08,63.7,183.8265,3.285878243619,5.68,0.068813742665,41.8043258963,化学制品,2022-10-31
122,688565,力源科技,0.11,114878217.66,587.3526086389,84.4332,11765502.57,247.34,82.6865,5.875412926975,2.25,-0.39145140533,30.5720610185,环保行业,2022-10-29
123,603220,中贝通信,0.1824,1128112130.79,89.5315739397,32.3731,61379438.07,1105.15,199.1505,4.798648693777,3.78,-0.861366696471,17.3697530238,通信服务,2022-10-29
124,002524,光正眼科,0.12,528185703.71,69.3514167731,75.4684,61284924.76,819.89,-48.56,0.722572268739,17.77,0.044353336695,35.2413346106,医疗服务,2022-10-29
125,872392,佳合科技,0.37,188693827.98,14.6851062229,18.7148,16361046.74,-10.74,59.815,3.583344971854,10.32,0.080162694508,17.4480056992,包装材料,2022-10-28
126,871981,晶赛科技,0.48,219600949.96,66.8786135654,26.976,27648971.74,107.1927712881,51.2088,5.468724996094,13.16,0.558433946777,24.9115448999,电子元件,2022-10-28
127,838941,太比雅,-0.06,13414252.85,33.2481711723,,-8968922.9,-1.87,,0.592274551944,-9.99,-0.026487619583,16.505840055,,2022-10-28
128,837314,ST中青科,-0.002,4143301.78,2.208517581,,-32184.05,98.02,,0.008256012081,-23.14,1.5011409e-05,12.5663199942,,2022-10-28
129,835184,国源科技,-0.03,122783884.22,2.6856779555,7.6025,-4374786.18,-141.56,-590.4464,5.209505322894,-0.59,-0.426884278347,41.5933249257,软件开发,2022-10-28
130,834101,择尚科技,-0.3278,35119763.53,-67.4001542392,,-6869065.0,-2145.0,,0.582975962858,-42.4,-0.281166913963,71.0192662564,,2022-10-28
131,831906,舜宇精工,0.51,348517243.05,68.5971682441,-15.6075,28712810.59,139.13,-30.4557,6.259836281513,8.51,-0.200227321499,20.2472066497,汽车零部件,2022-10-28
132,831275,睿泽科技,0.38,164116740.92,38.5620451623,17.7748,29622851.39,18.59,8.8386,4.41108661699,7.48,0.232540229753,33.325663612,,2022-10-28
133,688368,晶丰明源,5.44,1065534712.29,177.1922179272,61.4716,335677609.29,3456.99,285.3267,25.884647875031,23.14,4.131605483017,46.761398913,半导体,2022-10-28
134,300903,科翔股份,0.1391,1021960518.08,51.0303121341,28.5664,48889892.86,14.5,143.176,6.874311295763,4.17,0.085658590975,17.7596853361,电子元件,2022-10-27
135,002691,冀凯股份,0.03,118647987.72,40.5479705022,52.8041,11342694.18,245.56,21.8093,2.597349213147,1.29,0.095270910529,36.9174743135,专用设备,2022-10-27
136,873233,睿高股份,0.21,131226338.99,118.3089824083,53.1185,10600243.97,215.55,54.9854,2.581300144218,8.05,0.114141660058,21.2140174025,,2022-10-26
137,831195,三祥科技,0.37,293343388.34,23.3474003839,-10.0158,30594598.95,113.78,-74.0417,4.118957386635,9.23,0.249361743437,32.9888237767,汽车零部件,2022-10-26
138,430588,天松医疗,0.46,52073865.68,10.9579991655,16.0761,21060205.64,21.51,1.9208,3.53406301611,11.16,0.449456521205,62.3766708806,,2022-10-26
139,873167,新赣江,0.59,100408653.84,10.1054122983,,30017139.92,85.07,,4.754755859053,12.32,0.420444515959,43.8612353873,化学制药,2022-10-25
140,839792,东和新材,0.3,305299339.77,31.7317044341,12.1114,43775457.14,103.56,-19.6444,4.160176548372,7.52,0.300267448811,28.2467928804,非金属材料,2022-10-25
141,839409,大地生态,0.02,217454049.99,47.6323293161,,894431.18,-76.53,,1.440748796863,1.22,-0.58519316902,4.5880307129,,2022-10-25
142,838262,太湖雪,0.6268,174073158.96,65.447370182,23.9201,16573599.79,129.9914963293,16.4024,5.300958648607,12.47,-1.072385237671,42.9291384074,纺织服装,2022-10-25
143,836414,欧普泰,0.3638,44695738.32,34.7854953588,9.3991,8768250.41,48.3497366776,27.7485,2.254532196207,19.19,-0.685296182177,42.715370408,专用设备,2022-10-25
144,833068,山河园林,-0.03,5087959.02,22.1930785167,,-673728.29,6.6796373338,,1.246478012708,-2.12,-0.093850988483,21.7739813871,,2022-10-25
145,837174,宏裕包材,0.34,286621873.74,20.5424314351,,20135078.75,-40.2,,5.046475624667,6.88,0.470006959333,13.6634402458,,2022-10-24
146,834921,善好生物,-0.02,1221573.1,22.5734222539,,-1147927.94,42.9,,0.28549067006,-7.75,-0.01110964012,48.7106772407,,2022-10-21
147,832657,ST光合集,-0.01,56649684.49,34.3090489938,,-695766.18,-1026.2,,0.103883238437,-8.46,-0.320547858783,14.3461021949,,2022-10-21
148,832255,建通测绘,0.04,87198645.68,380.8182165676,,1823477.04,113.78,,4.544320869773,0.92,-0.1157033725,25.9045670421,,2022-10-21
149,831992,嘉得力,0.61,57013051.71,44.0799707175,,6055369.21,33.61,,5.011634239,11.77,0.54701027,34.9795040992,,2022-10-21
150,400135,众应3,-0.3,130049677.69,4.9887888548,-2.8934,-157295057.15,-591.56,-64.4503,-1.100298698153,,0.142609668772,78.4119996615,,2022-10-21
151,836312,集美新材,0.38,88783681.04,128.0850098945,55.7807,19936046.03,139.81,173.6861,1.903960739253,17.76,0.342534891968,44.8433068708,,2022-10-20
152,835438,戈碧迦,0.18,178600223.96,97.0013209092,,21864388.83,66.85,,4.082828403298,4.64,0.292821875518,33.9768821363,,2022-10-20
153,834815,巨东股份,1.11,3124093578.53,73.82382039,,232321208.74,1105.42,,4.651312875667,26.21,0.083517948429,14.8693028632,,2022-10-20
154,832023,田野股份,0.1322,218886913.89,105.2027298259,121.5071,31716571.95,329.29,279.4506,3.334218539042,4.04,0.386319869208,28.7090674829,食品饮料,2022-10-20
155,000638,万方发展,0.0334,78825016.48,92.5749949312,59.6365,10321115.3,190.4,-135.2514,0.38557109512,9.02,-0.123449288462,26.2702808762,软件开发,2022-10-20
156,837707,宝凯电气,0.02,40895136.16,77.8830219653,,635974.79,129.4788271426,,1.52975638,1.23,0.042649209697,32.7462061933,,2022-10-19
157,837633,晨达股份,0.1976,1253023995.0,201.5265094865,,3042837.05,-13.68,,3.733057540909,4.9,-0.18734446039,2.0149991453,,2022-10-18
158,837592,华信永道,-0.27,56239434.4,-4.4854724872,214.9474,-14368584.04,-29.95,90.7007,3.87550436381,-6.82,-0.847636181905,26.8638279371,,2022-10-17
159,834770,艾能聚,0.17,154657051.16,54.694597704,42.3283,18277654.13,57.91,329.5863,3.869209397737,5.32,0.321088816502,21.8616750005,光伏设备,2022-10-17
160,420140,东海B3,0.0022,18069094.5,262.696883822,24.3368,809529.69,112.21,-119.4445,0.187782589701,1.2,0.029169113018,44.3243466904,,2022-10-17
161,400140,东海A3,0.0022,18069094.5,262.696883822,24.3368,809529.69,112.21,-119.4445,0.187782589701,1.2,0.029169113018,44.3243466904,,2022-10-17
162,872808,曙光数创,0.38,117548872.92,-16.9311887918,2051.1645,26902122.27,49.3962189693,673.1343,2.265213420822,16.11,-0.461223804816,43.9819753739,通用设备,2022-10-14
163,870428,紫灿科技,0.0627,38500293.26,-5.9787651953,,815465.46,-69.06,,2.236730442308,2.83,0.11627225,40.9175503252,,2022-10-14
164,835579,机科股份,0.01,68695962.9,112.781800948,58.9008,678845.7,147.29,5395.1147,2.427074895111,0.4,-0.277845257222,26.6652882159,,2022-10-14
165,834218,和创科技,-0.0213,66651871.15,39.5461852764,4.5581,-3250888.58,-102.95,-759.164,0.680901144225,-3.08,0.088568807472,75.737240319,,2022-10-14
166,831368,ST阳光通,0.11,7041691.75,-28.2720951575,,1299319.44,271.26,,0.181730499167,84.86,-0.055127929167,32.122312369,,2022-10-14
167,835471,呈天网络,0.92,84313389.01,53.0022200708,,17820637.86,483.58,,5.672659633125,19.12,-0.87594898625,43.3511759866,,2022-10-13
168,832149,利尔达,0.16,939391261.05,70.7583487511,49.1936,58964567.39,279.2,20.3903,1.426475422758,11.27,0.270146605065,20.7601309259,贸易行业,2022-10-13
169,600540,新赛股份,0.0101,642039884.14,102.8284422339,-83.2738,4759451.16,98.78,-116.5732,1.4346803348,0.701,0.844660817121,4.2643608047,农牧饲渔,2022-10-13
170,833489,美特安全,-0.12,855913.52,-77.5436842299,,-6726955.54,-122.19,,0.93064717892,-11.85,-0.014438177526,66.7472001143,,2022-10-12
171,839273,一致魔芋,0.46,231395844.75,29.1111082438,13.1899,26815043.98,0.05,-6.9946,5.227678269934,9.21,1.785228249498,21.4837461164,食品饮料,2022-10-11
172,836388,力姆泰克,0.36,49386270.1,112.0029075104,14.7539,10773514.24,101.22,-8.0393,3.233506148667,11.76,0.359532562,51.0483726124,,2022-10-11
173,831855,浙江大农,0.43,148041745.54,33.8504049502,18.6936,24033771.25,6.64,32.875,5.875596798394,7.15,0.55985449777,32.9673286693,通用设备,2022-10-11
