序号,股票代码,股票简称,每股收益,营业收入-营业收入,营业收入-同比增长,营业收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
105,873045,左成新材,0.04,97306552.26,0.0895716969,,805382.09,-84.89,,1.063536389698,3.79,-0.981603780959,13.2065315557,,2023-03-27
106,873016,林森生物,0.6,161128795.87,32.0249193697,,14340325.79,83.33,,1.373412070417,55.82,0.043016030417,18.3196336512,,2023-03-27
107,872230,青岛积成,0.41,488142785.6,14.5810016191,74.0373,44506523.57,7.37,828.0608,4.598199087079,9.23,0.010647539163,31.3448264593,,2023-03-27
108,871694,中裕科技,1.21,606739996.78,68.6844045378,1.1018,92205249.8,79.2912489923,-2.2213,4.534598342596,30.67,1.248574520448,43.094228633,,2023-03-27
109,871551,清泉水务,0.22,58073279.82,-5.5197782084,-15.696,13646355.26,2.01,-82.1993,1.430113595568,16.63,0.297525323031,49.2562867272,,2023-03-27
110,871102,混沌天成,-0.27,2765358243.58,52.0517443924,,-215638755.42,-30.5,,1.340291227432,-18.18,-0.393966026988,,,2023-03-27
111,870583,一天电气,1.08,473677334.06,9.0746888171,,55387494.75,17.01,,4.162080104854,28.3,0.742034038835,59.1803164672,,2023-03-27
112,839199,吉谷胶业,0.29,136135999.2,-5.0137220363,,15593046.11,-11.17,,1.636036935,17.19,0.535188725185,28.9803072897,,2023-03-27
113,838941,太比雅,-0.07,24034031.78,-15.7342763036,,-10410902.91,29.4,,0.479848677153,-14.01,-0.209908203958,20.5416234579,,2023-03-27
114,837685,淘金互动,3.96,67248211.82,-10.0236911673,,39649998.68,-16.09,,3.387547692,80.84,5.240881843,98.0945305974,,2023-03-27
115,837193,华商物流,0.31,200344282.14,11.2197982418,,9801914.98,7.28,,2.741574357632,11.36,1.301078880685,11.3492801327,,2023-03-27
116,836504,博迅生物,0.75,142679394.19,-10.5141750193,24.3533,26409999.13,-6.22,81.2463,3.569134741714,22.61,0.796369993429,40.3996948734,,2023-03-27
117,836422,润普食品,1.08,647852012.98,21.4489244537,16.7925,73573773.52,70.32,-21.6905,4.246119529393,29.18,1.422548798404,19.9085162021,食品饮料,2023-03-27
118,835659,佳健医疗,0.62,127462653.91,21.2133133447,,11080644.76,165.81,,1.987671663889,35.19,0.387113007222,30.8906447435,,2023-03-27
119,834549,天工股份,0.119,383302312.84,35.6484751086,,69981352.71,244.0,,1.159730024163,10.08,0.12313939876,25.6855386941,,2023-03-27
120,834296,宝胜电气,-0.33,406097225.1,13.0750408917,,-39343297.82,-53.86,,1.253765013583,-23.46,-0.183223413417,5.7071581256,,2023-03-27
121,834058,华洋赛车,1.57,423897050.25,-40.3857001699,43.8136,66127063.31,-26.42,-12.3886,3.68816123119,51.39,1.055613333333,21.851657202,,2023-03-27
122,832978,开特股份,0.49,514677663.32,35.1313339723,16.5262,77382710.97,67.75,19.5102,2.5493260447,20.76,-0.088154985527,31.0376102451,,2023-03-27
123,832568,阿波罗,0.2896,610605313.52,27.5266660308,,41029992.63,201.92,,5.764210975329,5.15,0.578800345112,23.1884592379,,2023-03-27
124,832277,金泉股份,-0.34,180443842.21,70.3881413536,,-13703864.38,31.29,,1.343379133356,-22.62,0.733958778929,11.4856564769,,2023-03-27
125,832129,新兴药业,0.36,84729882.25,-15.4502918759,,22953859.66,-29.4,,3.476907828763,10.92,0.05103396093,41.6159568663,,2023-03-27
126,831685,亿恩科技,0.21,17678500.58,16.3597486778,,2115044.67,328.07,,0.389874406,74.44,0.178239418,42.8781665939,,2023-03-27
127,831288,安美勤,1.01,114693126.44,30.1952606971,,44243449.98,45.55,,2.518095991164,51.05,0.9275010075,71.9379106499,,2023-03-27
128,830779,武汉蓝电,1.52,167017819.41,47.6798694399,142.0427,70638799.69,53.07,235.0764,4.423414421075,36.54,1.690344136129,63.8363313847,,2023-03-27
129,688433,华曙高科,0.27,456571537.04,36.6745603254,84.7134,99182180.81,-15.52,90.2828,2.053088881703,13.95,0.263004725426,53.3174276299,通用设备,2023-03-27
130,601601,中国太保,2.56,455372000000.0,3.3426152237,-9.8323,24609000000.0,-8.3,-37.7851,23.746985446985,10.8,15.375363825364,,保险,2023-03-27
131,600377,宁沪高速,0.7392,13255603107.72,-7.046929876,-23.5312,3724115165.87,-12.99,-54.7968,6.340295481286,11.23,1.097300141867,33.3002862937,铁路公路,2023-03-27
132,600028,中国石化,0.548,3318168000000.0,21.0619639503,2.8115,66302000000.0,-6.89,-26.5651,6.552153533062,8.5,0.969748782278,15.0325420533,石油行业,2023-03-27
133,430235,ST典雅,-0.22,0.0,,,-1533134.02,16.5649077906,,-2.11252452349,,0.00295520911,,,2023-03-27
134,400100,工新3,-1.1985,267435017.03,-26.4070918305,-66.8666,-1240174596.94,-9.72,-565.1169,-8.067074053355,,0.018500922552,50.7597037993,,2023-03-27
135,301429,森泰股份,0.95,820716297.76,-10.2582999794,,84509380.42,-15.84,,6.494220773855,15.85,0.521330120686,21.7438600363,装修建材,2023-03-27
136,300862,蓝盾光电,0.53,763958021.04,-11.8344561812,93.9932,69536943.06,-56.58,1482.179,14.932678838686,3.66,-0.437873486624,25.7764692007,仪器仪表,2023-03-27
137,002320,海峡股份,0.0682,2963471600.54,111.8121140502,34.0518,151978158.9,-42.84,218.792,1.766512305077,3.89,0.631275005867,40.5476916688,航运港口,2023-03-27
138,001308,康冠科技,2.96,11587043750.68,-2.5377059069,-25.146,1515598222.4,64.19,-19.2772,11.313725504251,31.73,0.946839474919,21.131233829,消费电子,2023-03-27
139,000756,新华制药,0.62,7502987102.09,14.3734506684,14.5691,411193683.53,17.97,18.8753,6.162324611767,10.62,1.132332381164,27.1535985231,化学制药,2023-03-27
140,900925,机电B股,0.96,23569528884.33,-4.6414283942,-17.1674,981474003.98,21.03,-36.7559,12.665500922421,7.78,0.678362034952,15.4394612589,通用设备,2023-03-25
141,688819,天能股份,1.96,41882374554.39,8.1779938007,-7.6039,1908185726.18,39.35,-28.1529,14.068184690258,14.71,1.753123163656,18.5636450256,电池,2023-03-25
142,688521,芯原股份,0.15,2678990094.05,25.2265482153,18.3393,73814259.36,455.31,128.6187,5.840715998396,2.62,-0.661892734102,41.5865375723,半导体,2023-03-25
143,688386,泛亚微透,0.45,364464300.36,15.1126836509,19.7236,31344909.48,-52.79,-169.978,8.822046921,5.21,1.130524266,45.4536332328,塑料制品,2023-03-25
144,688373,盟科药业,-0.38,48206746.85,529.3299293612,-7.7597,-220298739.18,2.6390841505,29.5373,1.853259159317,-29.52,-0.366307464462,81.6994825279,生物制品,2023-03-25
