序号,股票代码,股票简称,每股收益,营业收入-营业收入,营业收入-同比增长,营业收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
15,837506,贺鸿电子,0.28,89021580.03,5.1704577534,,11882573.21,8.47,,4.579234723494,6.25,-0.530729583898,31.4176949798,,2022-11-30
16,430515,麟龙股份,0.16,180532942.57,40.1875999845,11.7856,56732417.46,19.36,-1.4069,1.858452871524,8.29,0.184809261589,97.426685333,,2022-11-29
17,836504,博迅生物,0.14,56204461.79,1.2024191624,,5059117.07,320.85,,2.420583861714,5.39,-0.123909775429,34.8395837027,,2022-11-28
18,871757,太重向明,0.05,84235659.32,-7.1603887871,59.9813,5449868.54,-23.93,135.4049,1.68543070759,3.21,0.039546866444,22.6927117735,,2022-11-25
19,870800,中草香料,0.17,44276143.88,42.9177643666,,4608086.42,272.75,,1.692014030337,10.27,0.132733113109,27.198001485,,2022-11-25
20,839206,睿路传播,0.31,65978612.23,24.6848923551,-26.4128,9367083.85,68.57,54.0296,2.057331162813,13.03,0.772259185607,28.3509650594,,2022-11-24
21,871655,知行股份,0.23,109126229.26,76.4798161405,140.0573,12342181.79,94.67,543.4506,2.518381146066,9.4,0.133192462897,21.7787147794,,2022-11-17
22,832469,富恒新材,0.25,190393063.03,45.9893124731,81.9026,20604297.46,280.04,182.7664,2.427263446107,10.89,-0.002800896107,22.943479996,,2022-11-17
23,833936,百味佳,0.03,77123913.09,-56.670463244,,1842532.92,-90.27,,3.15904538934,0.66,-0.172868590226,34.8231221601,,2022-11-09
24,832786,骑士乳业,0.17,264263707.82,14.1142446715,,27358526.44,415.28,,2.576576158083,6.85,-0.362206778697,26.3831084658,,2022-11-08
25,873167,新赣江,0.33,91203465.41,7.1079053345,,16287084.45,1.46,,4.112349956627,8.4,0.324660609639,46.9261068618,化学制药,2022-10-25
26,835438,戈碧迦,0.11,90659404.28,-28.3018494126,,13104389.16,-20.05,,3.729335584355,3.02,0.224100541734,33.2540883204,,2022-10-20
27,839273,一致魔芋,0.63,179222258.95,-1.0486232361,,26801284.7,29.61,,4.421438600467,15.24,1.959857786916,22.4925802945,食品饮料,2022-10-11
28,872495,凯鸿物流,0.14,171923285.18,3.1809642058,,9286711.35,-19.79,,1.676795563126,8.14,0.248257396181,13.8611785629,,2022-09-30
29,836942,恒立钻具,1.0588,70936721.98,13.7006944754,,25411050.99,101.5,,4.701649601181,25.86,0.009966650394,41.8884859359,专用设备,2022-09-30
30,872374,云里物里,0.42,54722709.45,11.0659593218,,10769047.0,42.44,,3.002051226513,16.67,-0.127762578908,46.0055725,电子元件,2022-09-27
31,831474,上海科特,0.08,66152650.36,7.2445611405,,7579523.84,37.7,,1.193226070667,7.32,0.047476934222,39.9933459144,,2022-09-27
32,002396,星网锐捷,0.1126,3384248804.19,1.7350204961,113.3679,65674579.71,-57.69,319.0926,7.248349931609,1.55,-1.616930474066,31.8972641945,通信设备,2022-09-24
33,837174,宏裕包材,0.56,237776748.26,11.8311855935,,33669681.52,52.08,,8.110641070667,13.94,1.460593983667,22.8342435866,,2022-09-22
34,834261,一诺威,1.28,1971912503.62,-11.4059127051,,83714261.19,-28.44,,13.46896926585,10.15,0.666334064165,14.2348115687,化学制品,2022-09-09
35,430623,箭鹿股份,0.12,225474375.44,-12.4802018989,,17953588.97,-10.77,,3.319301047338,3.58,0.103803453961,21.6690429521,,2022-09-06
36,002168,惠程科技,0.05,513448852.43,17.4700107148,-46.5162,32963201.2,-42.4,-80.9702,2.301718560725,1.9,0.173999500727,68.3899655629,游戏,2022-09-01
37,873253,安天利信,0.45,57709277.94,3.2709547417,,18042475.1,-10.51,,3.880283276,12.34,0.1540961485,54.4045718136,,2022-08-31
38,872926,码尚科技,0.16,64386921.61,169.642571955,,10837762.98,733.26,,1.624809561353,10.56,0.188219346015,25.8937647167,,2022-08-31
39,872709,巍特环境,0.65,90062206.85,81.8635767577,,33721818.04,208.55,,4.887893062255,40.73,0.118444934804,54.6869343897,,2022-08-31
40,872392,佳合科技,0.44,164532112.49,17.0449745993,140.9467,18330656.76,39.55,469.597,2.973571696339,15.25,0.018520964302,27.5233599597,包装材料,2022-08-31
41,837006,晟楠科技,0.06,34611303.27,13.3416556815,,3864243.23,10.12,,1.60810351419,3.55,0.092007724055,36.8818543191,,2022-08-31
42,836414,欧普泰,0.3305,33160644.03,150.3125912527,,5910526.44,423.03,,1.939379105396,15.7,-0.078277639922,42.99751358,专用设备,2022-08-31
43,832898,天地壹号,-0.09,605159851.11,-21.0104548537,,-38661075.41,-370.65,,2.89102197493,-3.05,-1.252892567864,61.6599751199,,2022-08-31
44,831641,格利尔,0.28,163074583.97,2.8338476812,,17731369.76,-0.43,,3.035540731429,9.46,0.222738948571,29.3058084446,家电行业,2022-08-31
45,830896,旺成科技,0.17,115618327.63,-20.397210645,,12632059.17,2.22,,3.067380182427,5.58,0.204395571108,31.3727069,,2022-08-31
46,430300,辰光医疗,0.07,51225473.19,-16.6177848229,64.3426,5025714.42,-40.19,-43.922,3.409485047085,2.9,0.107791733578,45.3323165876,医疗器械,2022-08-31
47,000971,ST高升,0.018,401519527.63,-5.5229633176,42.6176,19407610.32,156.05,33805.3962,1.103019072334,1.85,-0.066632764101,26.1911822747,通信服务,2022-08-31
48,872808,曙光数创,0.26,141507830.93,-13.7034369554,,18007231.01,60.28,,2.853552055241,20.34,-0.089444642493,30.9673025316,通用设备,2022-08-30
49,839629,华糖云商,0.2,49471127.47,-33.720067621,,10064778.73,-53.37,,3.373035141815,6.06,0.215546428797,65.3285984226,,2022-08-30
50,839605,晟琪科技,0.2,69041992.59,-21.1917683572,,8763713.83,116.15,,2.745512129428,7.52,-0.133540784514,26.7382796867,,2022-08-30
51,838262,太湖雪,0.2656,102421923.82,7.2962173879,,7022661.38,24.79,,4.069631677319,6.79,0.166230145914,36.0453271654,纺织服装,2022-08-30
52,838227,美登科技,0.41,33463908.48,1.6626231694,,12311021.47,-13.21,,4.238550346,10.17,0.303756442333,71.372838843,互联网服务,2022-08-30
53,835401,杭摩集团,0.15,499230401.67,21.2022222702,,24785268.15,-7.55,,2.526576572677,7.55,-0.035024938737,14.5921953243,,2022-08-30
54,834685,先锋机械,0.05,83691835.1,67.7728521469,,1811978.27,-514.4,,1.91098716625,2.31,0.1436200045,17.6825405995,,2022-08-30
55,834014,特瑞斯,0.2,155942431.07,-14.0586610591,,12113019.14,-49.29,,4.231247542167,4.74,0.153129595833,29.2970672873,专用设备,2022-08-30
56,831195,三祥科技,0.17,237818865.6,-4.1848018805,,14311212.96,17.98,,3.334067323508,5.2,0.493695932936,29.1347230655,汽车零部件,2022-08-30
57,872249,金米特,0.2492,46159658.52,21.1211979934,,12148916.31,93.69,,2.898485957435,14.13,0.328744970377,47.741330583,,2022-08-29
58,871478,巨能股份,0.32,64575996.0,-24.2696143246,,5795673.79,-41.82,,4.391419831873,11.95,0.562884650055,38.7215908679,,2022-08-29
59,871392,泽生科技,-0.42,0.0,,,-76098153.84,18.71,-7.959,0.585733678936,-55.72,-0.220409856812,,,2022-08-29
60,871360,广珠物流,0.06,1035285130.45,34.5666399248,,17433639.22,653.1,,1.610220476259,4.09,-1.214370158741,6.609226068,,2022-08-29
61,870710,中孚环境,0.07,33622580.23,22.9606019991,,1706874.23,44.82,,2.520369794167,2.86,0.42132977125,18.6908876327,,2022-08-29
62,870298,中网华信,0.02,51155799.73,20.0731804491,,740473.86,564.34,,1.926410473101,0.77,0.00794378303,35.5685254185,,2022-08-29
63,839123,嘉利通,-0.08,30158012.14,57.325152942,,-2371637.25,-311.21,,3.160772715882,-2.99,-0.073115465682,37.7656236662,,2022-08-29
64,837663,明阳科技,0.4,57749562.28,-12.4483027869,,15576447.03,12.53,,3.249832932041,11.25,0.281154405685,49.2173232798,汽车零部件,2022-08-29
65,836388,力姆泰克,0.18,23295090.94,-27.0821444207,,5354048.56,-4.65,,2.635092307333,7.24,0.283202728333,46.9012005068,,2022-08-29
66,834407,驰诚股份,0.24,42693730.76,7.0262060936,,12105920.24,30.75,,2.432651495572,10.0,0.133748861916,51.0588171424,仪器仪表,2022-08-29
67,833030,立方控股,-0.05,115021948.11,-31.7963212356,,-3789938.42,-115.36,,4.93763865495,-0.98,-0.355133163092,56.8001103907,,2022-08-29
68,832149,利尔达,0.04,550129037.86,-4.5692719978,,15549745.14,-27.67,,1.290897544564,3.01,0.557053252823,18.3963525637,贸易行业,2022-08-29
69,832075,东方水利,0.1163,61689545.66,8.8262618445,,8812975.03,21.76,,1.562891140717,7.25,0.056461518097,36.2569675959,,2022-08-29
70,832040,神木药业,-0.0671,90861451.45,-8.6250127403,,-3955709.47,-184.09,,0.977316483274,-14.34,0.016654007731,12.1452609593,,2022-08-29
71,430590,晶宝股份,0.0495,37044209.12,6.6297104446,,2480419.59,202.86,,1.145869278307,4.42,0.064505506946,32.4484094155,,2022-08-29
72,430425,乐创技术,0.26,31009139.56,14.2460006697,,6661550.46,63.44,,2.616252655,10.3,-0.024287516538,57.5568858512,软件开发,2022-08-29
73,430034,大地股份,0.07,882798656.44,17.2954880653,,27687676.83,-27.17,,1.5530568722,4.64,0.0019814434,15.1106772407,,2022-08-29
74,873233,睿高股份,0.13,60110370.88,-26.9360821809,,3359298.92,-22.06,,1.910374149949,3.5,0.036485262974,21.4266339759,,2022-08-26
75,873059,莱恩光电,1.33,30621497.39,11.0329691286,,7966698.1,65.42,,9.429300225,11.68,0.033265771667,59.9578456473,,2022-08-26
76,873001,纬达光电,0.19,88436277.51,-9.5493737841,,21081212.58,-6.88,,2.270814498761,8.57,0.115370584513,39.3850374085,光学光电子,2022-08-26
77,870199,倍益康,0.32,32343320.95,104.6549481388,,4033106.53,68.92,,2.12122137619,16.32,0.483885150794,32.575404351,医疗器械,2022-08-26
78,838504,光环国际,0.15,63359845.93,-22.2296570832,,2963992.4,-67.7,,1.616297610069,7.39,0.537567971127,72.2500635348,,2022-08-26
79,835237,力佳科技,0.41,95702759.84,-5.2599759024,,16552746.6,31.65,,4.827297872,9.28,0.3524992,35.1787726564,电池,2022-08-26
80,832114,中爆数字,0.12,32328749.15,11.5460330094,,7615237.46,9274.7,,1.476423889194,7.33,0.078088200397,79.7034527084,,2022-08-26
81,831627,力王股份,0.32,171997920.03,10.6798969942,,21970991.58,53.4,,2.609529651912,11.76,0.027879023971,24.7831532687,,2022-08-26
82,871258,吉田股份,0.22,34983954.18,-5.0324689674,,8405598.18,-4.98,,4.036289677444,5.52,0.057770516813,41.3196103437,,2022-08-25
83,837592,华信永道,-0.21,58880503.17,21.7016803653,,-11056833.46,18.23,,4.510291482476,-4.56,-1.00953919619,29.9612999384,,2022-08-25
84,836807,奔朗新材,0.28,223244030.48,-17.0699887689,,35756986.7,169.28,,4.063455018437,6.86,-0.055966914004,46.6967283272,非金属材料,2022-08-25
85,836221,易实精密,0.1,36088352.62,8.144990814,,6665264.96,39.1,,1.537807600154,6.9,0.082106609538,35.2684369498,,2022-08-25
86,835859,景鸿物流,0.21,96790353.44,12.5425521832,,11195983.12,-7.56,,3.140060044979,6.51,0.399757549684,24.7960085143,,2022-08-25
87,834218,和创科技,-0.01,47763305.76,-27.6675047833,-17.5473,-1601802.01,27.67,-2341.3171,0.665864162483,-1.69,0.01705643362,83.4108745324,,2022-08-25
88,833658,铁血科技,-0.24,55451282.1,-11.3802491306,,-14415965.97,-18.2231791044,,2.283844681682,-10.6,-0.141050429189,52.6025366328,,2022-08-25
89,872098,中置添颐,-0.03,2551822.24,-78.6025209006,,-903635.87,-274.8147706349,,0.746134160092,-3.75,0.006879127128,36.0751652513,,2022-08-24
90,870825,惠锋新科,-0.01,8879904.22,-18.8145319664,,-299819.24,-161.73,,1.42207090619,-1.0,0.119239967619,22.6022077522,,2022-08-24
91,835363,腾信软创,0.31,64911699.41,-7.2188031403,,9277434.31,73.94,,2.223689396614,14.91,-0.358569981679,34.4222076499,,2022-08-24
92,832958,艾芬达,0.0,208429239.61,-18.1018416635,,-3966.63,-100.7409907583,,4.256192517538,-0.04,0.310213198154,25.2731226955,,2022-08-24
93,831275,睿泽科技,0.36,118442781.88,57.5278312525,,24979039.98,316.54,,3.518678483857,9.99,0.226507428143,36.0345998148,,2022-08-24
94,430717,源通机械,0.17,70065435.58,-0.1887067603,,4538953.99,7.72,,3.155589283077,5.71,0.451687727308,30.0818990356,,2022-08-24
95,836312,集美新材,0.16,38925697.52,-43.3584447775,,8313322.97,-53.6224352283,,1.54282337368,7.98,0.352617028658,46.6387582668,,2022-08-23
96,834950,迅安科技,0.69,86867929.17,45.8003921849,,24294494.83,129.39,,2.068350048286,32.47,0.536799288286,42.6039116549,电子元件,2022-08-23
97,833429,康比特,0.02,131743020.98,-11.8755849664,,2359296.91,-89.1,,4.830116969393,0.46,-0.154525717941,48.8778997939,食品饮料,2022-08-23
98,833230,欧康医药,0.19,83674304.22,22.8738563286,,10398025.33,86.83,,1.747028936602,11.14,0.033442466484,25.446413231,生物制品,2022-08-23
99,830877,康莱股份,0.21,74581085.48,102.278596824,,12611565.41,242.24,,1.05485389902,19.64,0.206761713889,35.0139362305,,2022-08-23
100,830809,安达科技,-0.18,35425340.78,-55.5827821921,21.3493,-76144971.73,-37.58,-47.4176,2.440717307406,-7.04,0.063652012092,-22.0518855655,电池,2022-08-23
101,871694,中裕科技,0.33,126097901.24,-20.2747140545,,25050583.88,-37.55,,5.056370073646,10.96,0.158820296157,49.2159925104,,2022-08-22
102,871634,新威凌,0.12,146359952.27,-33.4473880487,,4877942.14,-13.17,,1.478659711908,7.07,0.225713193854,11.0537939778,有色金属,2022-08-22
103,835017,中研股份,0.13,67010572.6,43.6752134411,62.8697,11450806.05,142.37,501.1834,2.625449451786,5.44,0.11808448696,48.0239686983,,2022-08-22
104,833781,瑞奇智造,-0.02,33542191.49,-15.493951383,,-1673165.93,4.68,,1.380500022868,-1.86,-0.259934708319,27.3070978166,专用设备,2022-08-22
105,833464,苏州沪云,-0.14,0.0,,,-17076356.1,7.4,,1.230552902573,-35.01,-0.328840675827,,,2022-08-22
106,873339,恒太照明,1.53,275893104.45,-7.2589219362,,39671531.45,-19.14,,9.938615811538,16.62,-0.404943763462,29.6021656224,家电行业,2022-08-19
107,839659,翱华股份,-0.02,24742910.91,-57.2021944614,,-1094118.05,-107.82,,1.39948727516,-1.55,0.150861383986,32.6565676908,,2022-08-19
108,833171,国航远洋,-0.1,340839481.03,-24.0050155042,20.8822,-44454943.49,-356.61,61.0294,0.867884551342,-11.4,0.113199415087,2.6146465817,航运港口,2022-08-19
109,831928,开泰石化,-0.13,878201590.83,1.7724414331,,-24688383.99,-217.47,,1.714254024689,-7.55,0.156716547934,5.458396752,,2022-08-19
110,873152,天宏锂电,0.14,71503132.79,4.5758558114,,3106195.65,14.99,,1.236462545333,11.83,-0.083710940444,15.8620894183,电池,2022-08-18
111,839559,振有电子,0.25,191323339.32,-11.5441381163,,26830701.97,-13.69,,2.148649143287,10.93,0.369837727939,28.2979159011,,2022-08-17
112,832982,锦波生物,0.04,53250018.62,-27.9960721994,,2675564.17,-88.02,,4.524025653074,0.97,0.725931084766,76.2241856471,,2022-08-17
113,831924,海天物联,0.04,119797728.68,-9.4280096409,,1740267.67,2.52,,1.087659950639,4.04,-0.181777498496,6.1918263073,,2022-08-16
114,835359,百通能源,0.1,214226488.01,11.2991464428,11.0001,38075639.7,47.23,53.5105,3.613458809389,8.38,0.363526873817,38.1065822151,,2022-08-15
115,831614,合富新材,-0.27,42657026.39,-35.6724947538,,-10705598.32,-211.47,,2.956845035914,-8.82,-0.607023585074,7.2665318995,,2022-08-15
116,835892,中科美菱,0.02,113594060.26,8.91105154,279.2115,1654374.02,-47.82,236.9852,1.991613034231,1.1,-0.021962174113,28.228140148,专用设备,2022-08-12
117,832876,慧为智能,0.12,105470714.88,-32.6901493645,,5656463.59,89.16,,1.887392091688,7.07,0.643090604845,23.7417287903,消费电子,2022-08-12
118,832023,田野股份,0.03,106668616.97,-22.7530795505,,7388220.26,-64.18,,3.145718783958,0.98,0.00869130375,28.4066215544,食品饮料,2022-08-12
119,430139,华岭股份,0.08,78517492.05,16.4328851801,,17154080.3,-1.21,,1.737383008677,5.36,0.086626842328,44.506189395,半导体,2022-08-12
120,872486,昱品科技,0.17,42170821.64,-66.2676235748,,7590719.99,-40.33,,3.047675468444,5.29,0.144143504,42.8630752189,,2022-08-11
121,872188,优天下,0.4,20400701.25,67.0827117964,,2010197.89,1972.56,,1.370073156,34.39,-0.160000936,49.5437019843,,2022-08-10
122,870804,科志股份,0.33,79302400.16,59.8695028576,,16458653.16,12.91,,2.3754765146,10.81,0.6266752702,35.4847759755,,2022-08-10
123,870508,丰安股份,0.65,59218326.62,41.1148585631,,19024013.48,62.78,,7.104010628,8.52,0.111740455333,35.8308906906,通用设备,2022-08-10
124,837341,睿恒数控,0.2,32239979.47,-24.5373492356,,6300097.18,-34.51,,2.254866918438,8.35,0.019851402188,47.5415931461,,2022-08-10
125,834058,华洋赛车,0.3,100620308.25,23.3475267086,,9690511.55,53.45,,1.913057625,18.58,0.223596854375,19.2376338501,,2022-08-10
126,831526,凯华材料,0.13,45605518.38,4.0945815337,,8316914.69,31.35,,1.607441856774,7.86,0.143834519032,38.4731619402,化学制品,2022-08-08
127,831378,富耐克,0.1337,108074848.92,-6.8887900516,,17251282.38,8.41,,4.240055793119,3.67,0.368177157524,39.95614521,,2022-08-05
128,603055,台华新材,0.07,1064698149.02,-17.4713617114,27.5004,50638786.3,-65.02,88.6283,3.360167175036,1.9,0.016188964122,24.5245205799,纺织服装,2022-07-28
129,833574,爱知之星,-0.04,10481589.63,-37.4669123134,,-2243491.24,32.41,,1.362410091974,-4.8,-0.206605059297,67.6977536851,,2022-07-25
130,002036,联创电子,0.0938,2506567053.12,-6.110326147,56.9979,87149253.56,-28.81,160.9114,2.617069645813,3.63,0.00016406982,13.1729733505,光学光电子,2022-07-18
131,002808,恒久科技,0.029,143654132.47,2.5744820654,49.7187,7921950.02,-22.33,49.319,2.158029007217,1.36,0.127433291146,22.9248040789,光学光电子,2022-07-14
132,300757,罗博特科,-0.29,265139490.46,-64.4465554569,261.0627,-29790446.23,-146.84,89.7959,6.854725746827,-4.07,-0.996491686635,10.7178691792,专用设备,2022-07-12
133,300133,华策影视,0.08,1113580395.21,20.3688901917,-53.7695,147273331.6,352.77,-65.9965,3.076220509787,2.76,0.092390245646,34.3570657624,文化传媒,2022-07-09
134,600532,*ST未来,-0.01,1994660853.48,-17.1062646275,-39.1344,-4803269.03,98.0782562295,-286.1437,3.60328764817,-0.26,0.2769717311,1.3212345123,煤炭行业,2022-06-30
135,839792,东和新材,0.15,231758437.41,-18.9256941869,-28.0936,21504676.23,-66.7,118.8374,3.538733560464,4.27,0.191652988525,22.2472385412,非金属材料,2022-06-28
136,300237,美晨生态,0.0074,1309726009.21,5.8013536087,165.7586,10719583.24,-92.25,220.37,2.441060808837,0.3,-0.147902627433,26.2674722347,工程建设,2022-06-28
137,603869,新智认知,-0.28,368284272.86,-66.6253182716,237.5091,-141682548.13,-225.14,82.6967,7.548664439184,-3.652,0.328971390134,22.6680075236,互联网服务,2022-06-20
138,831087,秋乐种业,-0.1,74708912.24,-37.6929109511,,-13924124.34,-289.77,,1.776002764787,-6.44,0.210592888965,16.3806852932,农牧饲渔,2022-06-17
139,688002,睿创微纳,0.693,693185157.26,172.8601009127,100.4129,308380179.19,376.7,162.6691,5.909862800584,12.41,0.196610934315,62.8567864021,半导体,2022-06-11
140,871465,丰众建科,0.27,50259706.51,15.7230204236,,5831870.67,62.48,,2.938192865737,9.67,-0.386636777829,38.4464333992,,2022-06-07
141,688316,青云科技,-2.18,144132893.67,,36.1633,-77377555.5,,13.6464,6.916006484092,-28.34,-0.960482941049,9.6310430441,互联网服务,2022-06-07
142,300492,华图山鼎,-0.02,55390744.37,-45.9736180099,43.5088,-2762189.19,-122.14,165.457,1.923307487123,-0.96,-0.048879626327,22.9026660217,工程咨询服务,2022-06-02
143,002255,海陆重工,0.6748,843903303.65,-19.3224767082,205.8152,568361542.12,292.08,1987.5643,3.147029549686,28.43,0.25819249783,28.7767504867,电源设备,2022-05-31
144,834811,维尔达,0.07,5489886.3,-49.5750392972,,1354495.28,-59.86,,1.174897546389,5.52,-0.232454318136,58.258285422,,2022-05-25
145,688260,昀冢科技,0.3787,265729991.75,,38.2501,34083726.12,,104.1045,2.517614497444,16.27,0.651827775,32.9127243049,消费电子,2022-05-25
146,400142,宝德5,0.0079,26207763.91,-74.0289375762,257.2606,2497985.78,101.81,283.8177,1.550160464134,0.51,-0.005677751165,43.3321736223,,2022-04-30
147,002586,ST围海,-0.031,702912804.09,-52.1893886736,47.4512,-35399316.37,-189.54,41.858,3.247619827813,-0.93,-0.144819670832,6.6198413572,工程建设,2022-04-30
148,002502,鼎龙文化,0.031,270877630.18,-42.8012009897,-66.1489,26695853.2,1350.6,-85.304,1.542806491237,2.03,0.22925939562,19.5794630161,文化传媒,2022-04-30
149,000038,*ST大通,0.1405,599105105.01,-44.690260617,32.8278,73454750.86,573.62,146.6818,5.411382129877,2.63,-0.266824411863,13.8309800646,文化传媒,2022-04-30
150,900952,锦港B股,0.05,1731277662.14,-8.799386446,61.0349,105515773.87,3.92,21.359,3.19913245513,1.65,0.214363627244,24.3273227663,航运港口,2022-04-29
151,871451,华芯微,-0.07,26561866.16,-4.1818412343,70.9498,-2221380.92,1474.0,12.3188,2.266974219,-3.21,-0.073695314,30.6520000551,,2022-04-29
152,833858,ST信中利,0.06,605728381.61,-16.6205591219,,73605561.8,-65.64,,2.363325159615,2.64,0.119649487783,,,2022-04-29
153,830862,丰海科技,0.16,248567397.13,110.9480614941,,10959819.88,84.93,,1.894171888002,8.74,-0.415613771857,11.072765583,,2022-04-29
154,600190,锦州港,0.05,1731277662.14,-8.799386446,61.0349,105515773.87,3.92,21.359,3.19913245513,1.65,0.214363627244,24.3273227663,航运港口,2022-04-29
155,420140,东海B3,-0.0182,4981872.0,-65.0197610708,-54.7099,-6631450.42,-977.21,-66.3225,0.19735005092,-8.71,-0.013153504312,-1.4212815986,,2022-04-29
156,400140,东海A3,-0.0182,4981872.0,-65.0197610708,-54.7099,-6631450.42,-977.21,-66.3225,0.19735005092,-8.71,-0.013153504312,-1.4212815986,,2022-04-29
157,400104,金钰3,-0.3285,1669412.73,-90.9688577798,-60.3559,-443433583.24,-11.64,-6.482,-0.081839201089,-398.65,-0.00059112023,-1019.4207079037,,2022-04-29
158,400094,银鸽3,-0.0714,424958728.38,-60.9112440337,31.3756,-115974798.21,11.4767427008,25.9237,0.778829565724,-8.77,-0.011621051883,7.1427443356,,2022-04-29
159,300282,ST三盛,-0.0281,128750909.36,-63.267830936,6.232,-10499316.87,-120.15,-96.202,6.550226222791,-0.42,-0.031057310715,43.3437392616,教育,2022-04-29
160,839929,诚创精密,0.22,45978855.09,5.3380034106,,2661998.72,-30.26,,8.1616077325,2.76,0.146798413333,25.3187667183,,2022-04-28
161,839493,并行科技,-0.37,42447927.44,8.69127048,,-12935122.87,-13.79,,0.187281647616,-96.51,-0.622130609007,41.6819299717,,2022-04-28
162,838526,鑫英泰,-0.11,10418981.62,-71.6958850076,,-5698407.62,-722.48,,1.841473784476,-5.79,-0.088299106317,40.5433617609,,2022-04-28
163,831880,春旺新材,0.23,47531014.56,-29.8506737841,,7421732.08,-0.44,,2.209736672889,10.48,0.001001750305,37.3781901238,,2022-04-28
164,300215,电科院,0.04,312888539.79,-14.8164101951,125.6066,31124996.93,-54.12,271.8336,2.422651846285,1.46,0.255491909434,37.3662443401,专业服务,2022-04-28
165,300176,派生科技,-0.0077,492443055.65,-41.385758881,2.2354,-2995901.36,98.5950594211,182.3066,2.328869586202,-0.38,-0.296371293465,17.0828878273,汽车零部件,2022-04-28
166,833069,石金科技,0.08,51814343.11,-10.4631991675,,3235869.35,-3.98,,2.639172270123,3.07,0.00378277679,34.1706364055,,2022-04-27
167,831449,赛格立诺,-0.08,15422728.39,-60.9419226686,,-3922753.0,23.3503369652,,1.244927728905,-5.72,0.058057743023,22.9627740984,,2022-04-27
168,830837,古城香业,0.19,57479204.86,-6.2226086592,,29212880.66,-8.07,,2.789178332031,6.05,0.067018699527,39.980388657,,2022-04-27
169,600780,通宝能源,0.0903,3308430137.29,0.3508280707,-8.9517,103506401.59,-39.32,-68.6427,4.731622094616,1.92,0.426438355592,11.9008601869,电力行业,2022-04-27
170,400136,厦华5,-0.0046,6235021.57,354.0273962169,-62.9401,-2405344.51,-669.61,-222.01,0.015641874293,-25.82,0.005998076891,6.9864470413,,2022-04-27
171,300061,旗天科技,-0.18,552303484.37,3.6706932747,112.9227,-121316340.96,-408.88,-218.5952,3.231257196594,-5.95,-0.309070535353,49.2117099678,文化传媒,2022-04-27
172,002333,罗普斯金,-0.0387,255457730.01,-28.2934906791,89.63,-19445752.95,-135.96,122.1184,2.481306208969,-1.54,-0.035364128629,6.7793616029,装修建材,2022-04-27
173,871951,左岸环境,0.66,109192928.64,42.7065625383,,19873589.85,184.74,,3.876811777152,17.33,-0.142193738411,26.4062371704,,2022-04-26
174,831906,舜宇精工,0.22,206715952.99,8.7744165245,,12007271.58,1.86,,5.81418695607,3.77,0.267693074054,26.7461563804,汽车零部件,2022-04-26
