序号,股票代码,股票简称,每股收益,营业收入-营业收入,营业收入-同比增长,营业收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
21,000670,盈方微,-0.011,59981290.91,1382.9560642111,6458.2353,-9014506.82,81.73,73.8915,0.000122319108,76.1,-0.119658992799,9.2594906941,半导体,2022-07-14
22,300757,罗博特科,-0.23,383436013.04,-53.680681026,42.1688,-23883365.06,-90.23,1607.9365,7.047536657885,-3.25,-1.302500967019,11.0131358881,专用设备,2022-07-12
23,300133,华策影视,0.12,1893517583.33,44.5952727937,121.5377,202854813.26,736.72,48.7301,3.101019224295,3.79,0.182299875209,25.4982808214,文化传媒,2022-07-09
24,600532,*ST未来,0.01,2899353209.77,-28.5872295143,19.8735,5718520.6,103.6821014112,201.3743,3.623676116581,0.31,0.455869959702,1.6719909081,煤炭行业,2022-06-30
25,601113,华鼎股份,0.11,7218181848.59,22.1456760029,-14.3339,119897806.59,-53.77,21.4886,3.995944851247,2.66,0.194831074496,38.3959644828,化纤行业,2022-06-23
26,603869,新智认知,-0.32,616906677.39,-64.7592374188,-12.4898,-160295308.79,-205.31,10.9413,7.514270800596,-4.14,0.793730367859,34.172906024,互联网服务,2022-06-20
27,688002,睿创微纳,1.0444,1077579530.46,167.8929046918,-16.8771,464775049.96,359.43,-29.9775,6.26131194836,18.1,0.057564033034,63.2149833803,半导体,2022-06-11
28,688316,青云科技,-3.67,242684830.76,-11.9084310576,18.5917,-130188045.13,18.9365589649,-47.2863,5.729150265882,,-1.800114417404,5.7485856971,互联网服务,2022-06-07
29,300492,华图山鼎,0.01,86039014.4,-43.8285013463,-6.1131,1565894.52,-90.22,-17.3112,1.95399280731,0.55,-0.02719616034,25.2183247464,工程咨询服务,2022-06-02
30,002255,海陆重工,0.7444,1300113501.58,-28.3406120949,-28.2633,626944978.57,791.78,-89.1988,3.216512541512,29.97,0.376115297041,27.1744433983,电源设备,2022-05-31
31,688260,昀冢科技,,394875531.0,,-16.2458,43112220.51,,-60.5326,,,,31.5477045829,消费电子,2022-05-25
32,600287,江苏舜天,0.3637,2079561667.64,-9.0905803572,0.2504,158880346.64,-7.81,642.4611,5.582760223275,6.75,-0.725930135787,13.0162603991,商业百货,2022-04-30
33,600228,返利科技,0.1241,343351361.63,-24.5066490744,-14.4131,82847924.42,-3.4191169848,-2860.143,0.212137710053,-7.18,0.170560413766,72.4461199132,互联网服务,2022-04-30
34,002586,ST围海,-0.1076,1257452649.73,-41.9947869332,32.3953,-123109868.18,-237.29,-573.9294,3.170877845108,-3.22,-0.025203575924,7.7227170749,工程建设,2022-04-30
35,002502,鼎龙文化,0.0319,338801868.0,-57.2275309912,-0.8482,27417228.91,105.88,-78.9105,1.53612914269,2.08,0.197580662203,23.4655967304,文化传媒,2022-04-30
36,000038,*ST大通,0.182,1247545998.69,-15.3401073501,89.72,95147673.9,3172.96,-58.4958,5.452877654075,3.39,-0.527223462381,10.8893537932,文化传媒,2022-04-30
37,900952,锦港B股,0.077,2871420045.82,-10.0927873433,0.5834,154286300.01,3.94,-15.6927,3.224740902116,2.41,0.246876708976,23.0430301865,航运港口,2022-04-29
38,600880,博瑞传播,0.0511,314436873.22,3.99,19.4442,55823616.48,-6.26,25.2396,2.651810457403,1.93,0.019907028458,38.8197773274,教育,2022-04-29
39,600190,锦州港,0.077,2871420045.82,-10.0927873433,0.5834,154286300.01,3.94,-15.6927,3.224740902116,2.41,0.246876708976,23.0430301865,航运港口,2022-04-29
40,420140,东海B3,-0.024,8359741.34,-53.2780901118,117.5119,-8720952.83,-2086.2,49.5465,0.191611236281,-11.77,-0.019510578028,5.0596743703,,2022-04-29
41,400140,东海A3,-0.024,8359741.34,-53.2780901118,117.5119,-8720952.83,-2086.2,49.5465,0.191611236281,-11.77,-0.019510578028,5.0596743703,,2022-04-29
42,400094,银鸽3,-0.107,685569963.7,-56.5303131553,8.0063,-173771106.04,5.3310603647,-17.1108,0.743237064654,-13.43,-0.02806227105,8.8780491332,,2022-04-29
43,300282,ST三盛,-0.1518,238924871.75,-52.404740629,66.1228,-56805371.21,-182.84,-565.8268,6.468299938562,-2.31,0.083766269112,39.0025387049,教育,2022-04-29
44,839493,并行科技,-0.48,75313866.25,26.1839377597,,-16894448.27,-39.82,,0.084337714449,-154.91,0.011052353626,43.402846989,,2022-04-28
45,688076,诺泰生物,0.52,374726793.63,41.2009852,-6.7653,83893484.58,118.3853772776,-20.0707,,,,56.9379478668,医疗服务,2022-04-28
46,300215,电科院,0.08,503218198.3,-13.3445943881,-12.2073,57757423.08,-50.61,-64.2298,2.455464306124,2.7,0.418261528884,40.7838924175,专业服务,2022-04-28
47,871951,左岸环境,1.03,180860883.0,50.7380492916,,31256167.59,171.99,,4.253718324834,25.96,-0.030527120199,24.3222911004,,2022-04-27
48,600780,通宝能源,0.15,4967989295.37,0.7168818158,5.2549,166590115.52,-29.02,155.3089,4.787586363994,3.06,0.763032234897,11.0922431138,电力行业,2022-04-27
49,400136,厦华5,-0.0065,6335627.05,-50.2915136542,-94.0325,-3389746.03,-390.1538400184,46.365,0.013248085623,-39.01,0.004452469785,7.9250973272,,2022-04-27
50,300061,旗天科技,-0.15,900602614.08,8.0578112715,-7.3192,-99866980.13,-384.57,123.23,3.289655320813,-4.96,-0.152669372593,50.7075348817,文化传媒,2022-04-27
51,002333,罗普斯金,-0.0216,431177867.69,-19.4160102027,5.0604,-14102181.58,-136.97,-3.242,2.491937989899,-1.12,-0.110505167193,7.6810764007,装修建材,2022-04-27
52,300781,因赛集团,0.1626,188907573.39,-33.0722496722,-21.773,17865415.74,-48.83,-95.782,7.374018233666,2.86,0.295266895564,40.2304697563,文化传媒,2022-04-26
53,300600,国瑞科技,0.16,288937348.74,-18.9967061152,-2.9266,46455848.1,-37.38,-18.4485,3.880983306705,4.08,-0.28123538405,45.5609006119,船舶制造,2022-04-26
54,200020,深华发B,0.0171,500887222.16,-8.7658181552,-5.9741,4851086.49,43.66,-52.739,1.180898202422,1.46,0.048349568177,12.8005434105,电子元件,2022-04-26
55,000020,深华发A,0.0171,500887222.16,-8.7658181552,-5.9741,4851086.49,43.66,-52.739,1.180898202422,1.46,0.048349568177,12.8005434105,光学光电子,2022-04-26
56,300915,海融科技,0.54,376143462.37,-4.8742652135,24.6783,48295962.39,19.3999277488,-13.8716,7.021385081778,16.5,-0.297466755778,52.4681513581,食品饮料,2022-04-22
57,300785,值得买,1.06,544589161.34,34.6106780438,-22.9138,85071234.17,37.84,-66.6622,10.685860214976,10.4,1.077369633722,68.8120310342,互联网服务,2022-04-11
58,000886,海南高速,0.085,49336050.4,-64.5674218518,115.9613,84427542.94,54.86,120.6183,2.852309785187,3.01,-0.108251324856,57.5479509199,房地产开发,2022-04-02
59,300485,赛升药业,0.27,791257671.76,-9.9656637258,-3.3203,129149520.07,1.92,-25.531,5.7739386007,4.74,0.469722330248,83.2139526882,生物制品,2022-03-31
60,300456,赛微电子,0.1153,534405855.65,6.6150902798,-12.2247,73885509.68,45.62,1176.7269,4.525988832966,2.59,0.141900524344,45.0945491619,半导体,2022-03-31
61,300110,华仁药业,0.0458,970909988.21,-7.1915331041,23.2317,54098340.45,112.11,-35.0909,1.876261925865,2.46,0.094083087222,45.7019065102,化学制药,2022-03-31
62,872860,竞成云芯,0.2493,90100603.21,,,1994090.13,,,,,-0.04188387875,6.1144036374,,2022-03-29
63,688209,英集芯,0.07,226719108.67,,,27020138.22,,,,10.68,,36.4319894095,半导体,2022-03-29
64,836270,天铭科技,0.7,119206913.52,,,22206624.33,,,,19.73,,35.7203105195,通用设备,2022-03-28
65,688326,经纬恒润,-0.28,1365922492.16,,,-23405852.48,,,,,,31.531016571,汽车零部件,2022-03-28
66,600647,同达创业,0.0256,8003601.84,980.2871319053,-24.6057,3561005.13,-82.43,-61.3325,2.093567067823,1.23,-1.140149398229,85.4132186566,贸易行业,2022-03-26
67,688125,安达智能,1.24,301768554.73,,,74543633.06,,,,,,68.4395521279,专用设备,2022-03-25
68,603278,大业股份,0.27,2079847292.1,3.9199849683,19.0454,77644103.86,-43.32,-17.8889,5.650670808763,4.49,0.681429618826,10.4913931085,通用设备,2022-03-24
69,300128,锦富技术,-0.0048,941980591.54,-21.0005621348,4.8278,-5212034.96,-137.03,97.4249,1.094403461268,-0.43,0.166574372174,16.5290419843,光学光电子,2022-03-19
70,600078,ST澄星,0.01,2260684894.54,-5.58335195,-6.8015,5716195.45,-90.32,138.5625,2.632866008634,0.33,0.622789370873,14.1401504452,化肥行业,2022-03-16
71,002644,佛慈制药,0.206,502304854.12,7.4371488671,-8.7675,105171898.14,48.17,-87.4264,3.108754147187,6.91,-0.029900445602,27.1089398148,中药,2022-03-16
72,873122,中纺标,0.33,110456129.98,,,23022819.43,,,,12.47,,53.7772552603,专业服务,2022-03-15
73,688689,银河微电,0.52,430311532.61,14.247884215,5.6121,49603470.38,34.59,-16.555,5.774601848494,9.34,0.461396674039,28.8935844377,半导体,2022-03-15
74,002612,朗姿股份,0.1136,1996695846.24,-6.2101273599,19.5097,49993654.67,-68.18,17695.9495,6.504641118895,1.67,0.677820381465,53.8468853423,纺织服装,2022-03-15
75,688331,荣昌生物,,2140203.69,,,-427132134.58,,,,-425.98,,24.7704852803,生物制品,2022-03-14
76,300382,斯莱克,0.1,606189574.39,6.1523081882,14.3783,57014095.37,-34.7,-58.1916,1.807269958699,5.81,-0.094003934946,36.2093271516,专用设备,2022-03-11
77,002832,比音勒芬,0.67,1573549941.45,18.9035732636,43.1483,348651959.01,12.01,191.7974,4.215970537145,16.31,0.732126807348,71.1926465459,纺织服装,2022-03-10
78,002876,三利谱,0.33,1315162927.19,26.2565252968,20.1835,52284306.2,121.36,35.8152,14.671183295433,4.22,1.42487685649,14.5374272843,光学光电子,2022-03-08
79,688197,首药控股,-2.72,7019097.51,,,-299705662.38,,,1.58543669869,-1279.62,-0.601795813608,99.9412311911,生物制品,2022-03-04
80,301237,和顺科技,0.67,223621675.44,,,40243732.97,,,,,,34.4829803722,塑料制品,2022-03-04
81,688306,均普智能,-0.05,1094094081.46,,,-44930664.31,,,,,,21.1874676381,专用设备,2022-03-03
82,688238,和元生物,0.68,75446885.87,,,71138718.63,,,,,,55.7775702797,医疗服务,2022-03-03
83,300182,捷成股份,0.0801,1964463873.26,-25.569794817,-18.6945,204573365.57,-33.34,-8.766,3.05616566613,2.72,0.368335227194,31.1011772503,文化传媒,2022-03-01
84,832093,科伦股份,0.17,653288209.59,2.4542870593,,13787279.87,310.6493450761,,,,0.044024988515,5.939388267,,2022-02-28
85,002840,华统股份,0.21,6142581280.77,13.8762129491,12.5912,90836332.9,1.31,-49.6375,3.745962268259,5.98,0.711773422644,4.1476553143,食品饮料,2022-02-26
86,688102,斯瑞新材,0.1241,502779653.63,,,42925318.54,,,,7.77,,23.3919777244,有色金属,2022-02-25
87,688115,思林杰,,151577112.29,,,48974947.03,,,,,,79.3337783411,仪器仪表,2022-02-23
88,688163,赛伦生物,0.81,159165520.93,,,65707921.24,,,,,,84.6849778221,生物制品,2022-02-18
89,688281,华秦科技,1.06,185562643.01,,,52826856.25,,,,33.52,,63.7722251691,非金属材料,2022-02-16
90,301215,中汽股份,0.08,224227716.04,,,78127830.75,,,,,,70.8507929063,汽车服务,2022-02-16
91,301229,纽泰格,0.52,323690318.75,,,30962291.06,,,,,,28.613117225,汽车零部件,2022-02-09
92,601595,上海电影,-0.59,133498458.97,-83.4419684235,571.5184,-265994404.65,-317.72,84.2561,5.830032734297,-11.4,-0.787967226854,-137.9630627207,文化传媒,2022-01-29
93,002659,凯文教育,-0.17,222873197.85,-7.5305229581,52.9287,-96305217.98,-24.12,38.1286,4.193857719377,-4.01,0.094734167718,-6.6285511414,教育,2022-01-29
94,000821,京山轻机,0.17,2085736092.39,24.9465219893,17.0862,90674523.47,-36.32,-15.6776,4.392485582941,3.91,-0.146118605603,20.330276275,专用设备,2022-01-29
95,873569,博大新材,1.48,197824535.54,,,21476415.42,,,,33.67,,24.9637430136,,2022-01-28
96,873119,绿林幼教,0.61,124599746.29,,,12593422.84,,,,,0.063805366,21.8351187704,,2022-01-28
97,688339,亿华通,-1.11,129118728.15,4.6469097011,1248.9138,-60897962.58,-594.49,119.5041,31.713524281702,-4.92,-2.73407702766,36.167831839,电池,2022-01-28
98,301200,大族数控,0.71,1639634096.4,,,254299996.77,,,,,,35.1810311122,专用设备,2022-01-28
99,301130,西点药业,0.5479,203659332.73,,,33203032.21,,,,7.38,,84.6960388939,化学制药,2022-01-28
100,002765,蓝黛科技,0.06,1677236766.87,165.9630657808,46.4245,29620200.61,143.05,29.7378,3.222915493536,1.95,-0.012650348401,15.4332423187,光学光电子,2022-01-28
101,832645,高德信,0.47,128475131.84,-13.0524012815,,45977709.73,5.4104458169,,,,0.859666260403,53.0345065805,,2022-01-27
102,688560,明冠新材,0.64,611163266.03,-11.0347080154,55.429,79317925.99,5.63,25.5854,5.903042476583,11.55,0.261554579985,21.4688683929,光伏设备,2022-01-27
103,002515,金字火腿,0.099,485833919.5,188.9682138452,40.3453,92527186.38,94.79,88.3309,1.389464193576,6.91,-0.236916604147,26.3822567333,食品饮料,2022-01-27
104,603215,比依股份,0.51,767779409.83,,,70856476.74,,,,,,21.0396571322,家电行业,2022-01-25
105,301181,标榜股份,1.261,445830353.28,,,85138897.91,,,,,,29.4192476679,汽车零部件,2022-01-25
106,430330,捷世智通,0.06,107826124.5,2.1249311707,,5841436.31,18.337957866,,,2.1,-0.147233416218,47.4112768191,,2022-01-24
107,301207,华兰疫苗,1.1438,1108006577.49,,,411773612.35,,,,,,88.6592391126,生物制品,2022-01-24
108,872685,康乾大成,0.02,76128032.06,,,456815.16,,,,1.5,-0.4346206385,22.4782185444,,2022-01-21
109,871167,合顺兴,0.92,109284352.3,-0.133982664,-5.8525,22322420.58,38.09,-0.9173,4.340466144489,23.81,1.115097756124,32.1525728803,,2022-01-21
110,831152,昆工科技,0.24,264529291.58,-13.6558795782,,19110566.12,-32.5909728305,,,,,15.4612404531,专用设备,2022-01-21
111,688267,中触媒,0.4,251975043.77,,,52940910.38,,,,8.02,,43.1460873241,化学原料,2022-01-21
112,688283,坤恒顺维,0.2,52808642.27,,,12636273.54,,,,,,73.171367619,专用设备,2022-01-20
113,001313,粤海饲料,0.27,4724157550.02,,,159627371.03,,,,,,14.7370510234,农牧饲渔,2022-01-19
114,838394,金润股份,1.08,110507747.61,,,48263975.79,,,,,-0.357692937856,68.6782848908,,2022-01-18
115,430208,优炫软件,-0.2644,253362551.6,-23.9431609718,,-58165634.09,-295.8611994933,,,,-0.456502954773,31.4026962854,,2022-01-17
116,688261,东微半导,0.34,197520596.34,,,15350326.33,,,,,,15.7859588001,半导体,2022-01-14
117,688225,亚信安全,1.2322,849763113.06,,,112481551.06,,,12.097086809939,14.93,0.042026254667,57.5023681283,软件开发,2022-01-14
118,430139,华岭股份,0.13,133775401.32,28.1952162868,,29372310.42,35.3935466164,,,9.01,,46.9651165461,半导体,2022-01-14
119,301206,三元生物,1.7,561945176.53,,,172179128.69,,,,39.65,,43.3300204005,食品饮料,2022-01-14
120,301106,骏成科技,0.8886,331435702.01,,,48497784.34,,,,14.45,,30.9967131504,光学光电子,2022-01-14
121,836106,君逸数码,,151407420.23,,,21848498.98,,,,10.04,-0.065747324286,35.0231701653,,2022-01-12
122,603102,百合股份,1.92,417976823.75,,,92084690.99,,,,18.56,,44.1686548799,食品饮料,2022-01-12
123,301235,华康医疗,0.01,394949209.68,,,674449.93,,,,,,31.6154465434,医疗服务,2022-01-12
124,301228,实朴检测,0.22,196988423.89,,,19958853.5,,,3.866128607,5.94,-0.217575166778,46.8063025325,专业服务,2022-01-11
125,835985,海泰新能,0.2,1683869256.34,,,48564377.49,,,,9.69,,13.1852965867,光伏设备,2022-01-10
126,688270,臻镭科技,0.45,74007813.15,,,36689601.23,,,,,,92.5753441209,半导体,2022-01-10
127,688171,纬德信息,0.64,76741063.61,,,40114415.16,,,3.321095655579,21.93,0.149155163139,70.3894211768,软件开发,2022-01-10
128,301217,铜冠铜箔,0.07,1726241988.07,,,42074743.28,,,,,,7.7961033806,电子元件,2022-01-10
129,301122,采纳股份,1.8,420008169.38,,,118255470.11,,,,47.42,,46.8245655651,医疗器械,2022-01-10
130,688223,晶科能源,0.09,24089510094.75,,,754387302.12,,,,,,14.6733706703,光伏设备,2022-01-07
131,000700,模塑科技,-0.0418,4055430045.27,3.1033657042,18.5555,-37714270.03,-142.53,71.2648,2.835301058921,-1.38,0.179686795972,18.6986556502,汽车零部件,2022-01-07
132,603150,万朗磁塑,1.66,851185029.73,,,103277647.72,,,,20.82,,31.3226955759,塑料制品,2022-01-05
133,836395,朗鸿科技,0.4,83211448.37,-9.7654008884,,14520621.63,-26.8,,2.121489571389,17.83,0.618281496667,42.5286417713,电子元件,2021-12-31
134,688173,希荻微,,125892857.26,,,-44135773.23,,,,-26.67,,44.8237220349,半导体,2021-12-31
135,300256,ST星星,-1.05,3190907027.63,40.3622935911,13.1637,-1004573684.09,415.91,4.2497,2.044428423837,6.07,-0.236109069751,-12.7476780557,消费电子,2021-12-31
136,002812,恩捷股份,0.79,2581329441.88,22.547912231,28.487,643497111.85,1.85,75.8579,11.232725311126,11.67,0.299280137079,40.6549476961,电池,2021-12-31
137,835513,金太阳,0.08,93535654.79,,,58260488.5,,,,5.02,0.100655116941,44.8891696052,,2021-12-30
138,834062,科润智控,0.28,381816862.43,,18.2391,30404198.27,,70.3312,,,,21.9228053856,电网设备,2021-12-30
139,833533,骏创科技,0.22,118331926.35,8.7362609379,,10310685.16,6.9997975202,,,,,27.3054731691,汽车零部件,2021-12-30
140,603122,合富中国,0.15,758351111.56,,-24.1371,44108305.68,,-70.9069,,5.44,,21.0652763614,医疗器械,2021-12-30
141,839768,瑞科汉斯,0.09,65748036.75,,,8031515.01,,,,5.37,-0.060495927418,38.7068467105,,2021-12-29
142,836479,泰源环保,-0.148,58758691.45,62.3264809163,,-7494121.32,119.7945044093,,1.777897046681,18.77,-0.162926649534,30.8742438477,,2021-12-29
143,301201,诚达药业,,266946329.14,,,66106685.38,,,,14.02,,51.9272415869,医疗服务,2021-12-29
144,837046,亿能电力,0.33,108321521.11,,23.919,17572563.63,,105.9229,,19.7,,36.7242916388,电网设备,2021-12-27
145,833665,清大天达,0.26,107832951.4,,,10681641.56,,,,,-0.020107827706,36.0128549352,,2021-12-27
146,301158,德石股份,0.23,219314148.6,,,26472351.72,,,,,,34.8649750406,专用设备,2021-12-27
147,301116,益客食品,0.11,10226222498.36,,,45658873.36,,,,3.47,,2.9669073657,食品饮料,2021-12-27
148,000498,山东路桥,0.6124,20939527580.86,23.6582840454,24.8427,686025076.4,62.34,-24.3602,5.278744660823,9.11,-1.688589649212,10.5438629563,工程建设,2021-12-27
149,603507,振江股份,0.47,1446952549.09,34.2441866183,2.0268,59275129.19,3531.85,-22.1974,11.19929076385,4.2,1.589502951282,22.8823632121,风电设备,2021-12-25
150,002740,ST爱迪尔,0.06,859871452.01,-46.5062892753,64.6539,26929564.28,-48.61,466.6204,5.518708171038,1.08,-0.113569942244,28.5114267007,珠宝首饰,2021-12-25
151,837950,爱信股份,0.16,278615776.6,,,13596830.11,,,,,-0.634754492137,12.9494090393,,2021-12-24
152,833755,扬德环能,0.17,217139591.79,9.5155665899,-10.293,60110311.99,9.8373863682,-11.2712,,,0.264495826517,46.6873824687,,2021-12-24
153,688220,翱捷科技,-6.61,706732859.11,,,-2115661723.49,,,5.085432134391,-164.93,-1.273899766117,27.9288927769,半导体,2021-12-24
154,688062,迈威生物,-1.65,4579004.71,,,-458629943.61,,,,,,48.8616944445,生物制品,2021-12-24
155,301117,佳缘科技,0.37,97762488.39,,,25770777.54,,,,,,56.9744202478,软件开发,2021-12-24
156,300733,西菱动力,0.05,341965384.29,-2.3301938012,-14.5882,8451045.56,-43.12,-19.7476,7.07856050625,0.74,0.116357837875,18.7887436161,汽车零部件,2021-12-24
157,872230,青岛积成,0.28,233489926.14,32.5182446044,38.0845,29115082.01,45.6,2.4437,3.512620412821,8.2,-0.581652701825,38.2724449947,,2021-12-23
158,838402,硅烷科技,0.15,324001480.31,,,20055469.4,,,,,,22.6971166828,化学原料,2021-12-23
159,688259,创耀科技,0.48,131597354.25,,,28872831.86,,,,,,35.7607282139,半导体,2021-12-23
160,688234,天岳先进,,284901947.54,,,-615811802.8,,,,,,37.7758716917,半导体,2021-12-23
161,301159,三维天地,-0.27,105145054.83,,,-15580329.99,,,,-5.95,,49.0804084162,软件开发,2021-12-23
162,833030,立方控股,0.11,225628078.03,,,8642206.25,,,,2.36,-0.214264044486,57.8752791586,,2021-12-22
163,300834,星辉环材,0.92,936282553.53,,,133314339.29,,,,38.09,,22.0977292624,化学原料,2021-12-22
164,873169,七丰精工,0.44,111364223.7,-0.7343496833,-26.6331,22479503.31,76.41,-62.2017,1.601034756291,27.18,0.353823558653,32.7565469215,工程机械,2021-12-21
165,870382,浦漕科技,,366407227.33,14.0196657836,,26991406.77,24.7570016383,,,,-0.134930202113,14.8295838174,,2021-12-21
166,836871,派特尔,0.44,102604872.78,,,19522066.56,,,,,,34.6761748989,塑料制品,2021-12-21
167,831689,克莱特,,208030815.04,,,17565305.8,,,,,,31.236260026,通用设备,2021-12-21
168,872247,银山股份,0.31,173762556.32,,-126.4446,13513930.37,,7.4432,,,-0.151545393696,21.2136134278,,2021-12-20
169,839181,思柏科技,0.24,233808872.37,-28.029316789,,24468140.2,-29.1565897973,,,,-0.341060235679,19.1809508619,,2021-12-20
170,834639,晨光电缆,0.3,1323014943.38,,,40336834.92,,,,,,13.6540209915,电网设备,2021-12-20
171,831834,三维股份,0.31,160419135.61,,,27990699.43,,,,,,36.3370355714,塑料制品,2021-12-20
172,301136,招标股份,0.2413,385921388.21,,,49795241.07,,,,6.62,,41.7448483167,工程咨询服务,2021-12-20
173,688176,亚虹医药,,,,,-159769260.03,,,,,,,生物制品,2021-12-17
174,301196,唯科科技,1.1684,584452096.35,,,109358869.4,,,,13.27,,36.8970992604,塑料制品,2021-12-17
175,300001,特锐德,0.14,4615979626.81,15.2942968781,5.9011,142253921.41,-23.27,26.5637,4.459397026199,3.5,-0.403907117753,21.9403433895,电网设备,2021-12-17
176,870040,思源股份,0.25,141092236.62,-20.9706950615,,11571290.75,-33.3050249837,,,,-0.750138476371,25.7935987492,,2021-12-16
177,688262,国芯科技,-0.06,98503470.57,,,-11685148.86,,,,-2.78,,52.2069062262,半导体,2021-12-16
178,873459,鼎丰股份,0.35,307678591.56,,29.9983,29919508.19,,34.0843,,6.46,-0.259395475568,21.7352899534,,2021-12-14
179,838858,伊斯佳,0.2,101867477.63,,,7695424.69,,,,,0.084490302449,43.8807273234,,2021-12-14
180,838670,恒进感应,,59644610.27,,,23752178.64,,,,29.63,,51.4162501711,专用设备,2021-12-14
181,838171,邦德股份,0.3,124705481.32,,,29153383.96,,,,,,39.3310414593,汽车零部件,2021-12-14
182,833943,优机股份,0.44,390118203.61,,1.4707,28706898.89,,-2.2822,,8.1,,24.8243339849,通用设备,2021-12-14
183,688236,春立医疗,0.48,607195148.5,,,165105189.92,,,,18.69,,70.9839969299,医疗器械,2021-12-14
184,688227,品高股份,-0.21,155442337.28,,,-18041800.33,,,,,,40.2097750418,软件开发,2021-12-14
185,600941,中国移动,3.98,574413000000.0,,,81555000000.0,,,,7.44,,30.8128472023,通信服务,2021-12-14
186,300657,弘信电子,0.1934,1913038205.49,-1.4533401156,21.2939,66100026.8,-51.75,104.8059,4.278526405276,4.74,0.675545595136,9.7847429446,电子元件,2021-12-13
187,002531,天顺风能,0.4591,5474956504.75,43.930481146,-6.5506,808924471.04,48.2,-35.1691,3.620451344724,13.14,-0.246703846656,28.8453923007,风电设备,2021-12-11
188,837919,天维信息,0.07,97004493.57,,,4262882.94,,,,,-0.028734885402,38.8015306248,,2021-12-10
189,837821,则成电子,0.5658,174184016.34,,60.3552,29196784.47,,106.7469,,,,30.2049380853,电子元件,2021-12-10
190,833694,新道科技,-0.13,76216034.37,-34.5737281775,27.2668,-28783944.96,-224.6924118793,-16.3606,,-6.48,-0.30033853872,88.695881659,,2021-12-10
191,301127,天源环保,0.3783,374787994.79,,,116312485.48,,,,21.98,,49.8554957276,环保行业,2021-12-10
192,837879,博芳环保,0.61,106962775.79,,38.8732,26243785.0,,20.2666,,,0.294193654479,44.7200812588,,2021-12-09
