序号,股票代码,股票简称,每股收益,营业收入-营业收入,营业收入-同比增长,营业收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
35,001286,陕西能源,0.25,9709414926.51,33.5956794413,,744059732.66,41.1897376704,,4.444218138423,5.83,1.152132214607,34.7091891815,电力行业,2023-03-21
36,871282,关爱通,0.55,598082423.98,75.7856902317,,61871697.41,151.45,,2.89,24.53,0.60869248454,37.6457218558,,2023-03-20
37,870656,海昇药业,1.42,207192613.39,42.9168872443,,79485015.79,174.94,,2.58,64.42,1.598748278,51.731786547,,2023-03-20
38,836717,瑞星股份,0.43,217295850.56,-11.0209767888,,37292936.41,-17.8309935148,,4.44,10.58,0.195816727209,48.3668906328,,2023-03-20
39,836221,易实精密,0.3,90675684.83,24.6144776086,,19423354.68,66.500943662,,1.54,19.04,0.255894206308,36.9767808789,,2023-03-20
40,833746,宏中药业,-0.08,17788391.15,51.29177074,,-2906846.27,64.13,,0.77,-11.64,0.061690791872,30.8551272216,,2023-03-20
41,832471,美邦科技,0.27,316892350.72,83.8504279524,,18787586.27,-24.7493450444,,4.18,6.64,0.820155622857,26.9973128747,,2023-03-20
42,831934,宇迪光学,0.44,429437587.84,3.4144209749,,30186507.63,-0.87,,4.35,10.77,0.356307817586,24.1297198765,,2023-03-20
43,603135,中重科技,,549598106.41,-6.7140010779,,98003627.59,-20.5539399661,,4.756669460191,9.99,1.442956121144,32.7365846664,专用设备,2023-03-20
44,603125,常青科技,0.98,562807936.46,3.6543052805,,128436893.08,65.8621173577,,3.54936599176,31.19,0.638577117443,37.085094994,化学制品,2023-03-20
45,601061,中信金属,0.26,76942050050.24,21.5464742636,,1137959718.84,59.8397202503,,2.257049323577,11.79,0.07926284549,2.3151101249,贸易行业,2023-03-20
46,001367,海森药业,1.23,284801901.71,6.7401765015,,62826897.77,-8.8904695023,,5.469856623137,22.69,1.499845173137,39.3451127879,化学制药,2023-03-20
47,001328,登康口腔,0.79,1029594800.01,9.0773086528,,95240263.26,50.7848482118,,4.138420052253,19.92,1.097823585674,41.7134558873,化学制品,2023-03-20
48,001287,中电港,0.5603,26025970482.87,51.4621666251,,319317478.05,271.7109409322,,3.711467693965,16.15,-3.0490726581,3.8664178839,贸易行业,2023-03-20
49,832982,锦波生物,0.51,161274430.16,3.423482228,,31948434.62,-29.4242197902,,4.94,10.95,1.476604416389,80.0078904771,,2023-03-17
50,832175,东方碳素,0.36,208660033.75,14.4111517447,,31406118.0,28.7842879508,,3.33,11.58,0.258880280345,28.7885203316,,2023-03-17
51,688484,南芯科技,,178304113.41,65.8872373446,,-7975031.58,19.0634305715,,77.878333268965,-4.5,-4.80289697999,36.3749216154,半导体,2023-03-17
52,301281,科源制药,1.18,367057641.74,18.0223641058,,68651398.04,127.7333668497,,5.890192141552,22.33,1.813112090172,50.0566290431,化学制药,2023-03-17
53,872895,花溪科技,0.68,137567429.3,39.2855295672,-33.9792,26646997.84,72.9412200503,-64.7985,2.224849800428,31.69,0.930839272986,42.8336292681,专用设备,2023-03-16
54,838758,思迅软件,1.09,318141276.4,24.3979542504,,113868256.78,52.08,,2.49,47.1,0.991178180574,64.1106865535,,2023-03-16
55,830809,安达科技,-0.44,92605286.8,-39.7101341433,24.6853,-185812970.19,17.126356508,-97.9621,2.16,-18.3,-0.027551019009,-20.5076779591,电池,2023-03-16
56,688535,华海诚科,0.63,247653957.69,43.8428891677,,27105005.82,563.2158396178,,2.604629717674,27.53,-0.147944452093,30.8140724549,半导体,2023-03-16
57,688343,云天励飞,-1.78,426337677.51,85.033195543,,-392712767.94,21.4570673214,,5.983290856038,-56.29,-0.912835024396,36.7426430136,软件开发,2023-03-16
58,301203,国泰环保,3.07,456250653.29,25.4627386347,,184180777.45,74.1513720025,,6.560884025167,55.55,3.580295762667,53.9700337993,环保行业,2023-03-16
59,600168,武汉控股,0.38,1643603463.84,7.460843972,-4.0946,271140288.34,2.27,-111.8155,7.610771162024,4.9,1.584224421369,28.6393631509,公用事业,2023-03-15
60,301314,科瑞思,2.06,249702155.06,0.5284105774,,61869273.61,-3.8255767811,,7.535534438275,28.5,2.957451073255,52.430042944,计算机设备,2023-03-15
61,301141,中科磁业,0.88,378086638.91,45.3201755319,,56436995.41,100.7531432085,,3.587031999444,28.98,0.781331069687,27.1634562004,小金属,2023-03-15
62,873665,科强股份,0.59,244671033.25,-4.6113662011,,54354630.2,10.4457373425,,3.67,18.06,0.286881848578,41.2682569607,,2023-03-14
63,871478,巨能股份,0.6634,152270341.11,10.5028494282,95.2085,30157026.0,203.7346445258,2575.1135,4.05,50.6,0.659068514786,36.9132774119,,2023-03-14
64,837006,晟楠科技,0.3,89651227.86,38.6758677069,,20145397.03,61.63433295,,1.86,17.32,0.014843260085,63.0078648875,,2023-03-14
65,301439,泓淋电力,0.42,1501567984.88,20.3529233273,,122279469.08,5.3798769122,,2.090542569867,22.25,0.778118410437,19.6781310427,电网设备,2023-03-14
66,301345,涛涛车业,2.66,1385566267.4,84.3333085457,,217862343.14,203.6248825725,,6.091226801585,56.04,1.829472368537,35.1266196508,交运设备,2023-03-14
67,301246,宏源药业,0.73,1302943551.48,-18.6537458825,,257184987.92,-18.050236519,,3.36,24.36,0.403668133911,38.444379493,化学制药,2023-03-14
68,874019,杰尔斯,0.05,171096831.28,,,3600881.26,,,1.090448169399,4.31,0.143610162677,29.0321371696,,2023-03-13
69,838837,华原股份,0.16,417578593.5,13.1110537311,,20158216.27,44.9643834213,,2.46,6.56,0.332173213471,27.138410056,,2023-03-13
70,837601,天瑞电子,0.36,88866527.12,-15.0053266877,,12421334.33,-29.19,,2.25,15.59,0.72461151875,37.697212669,,2023-03-13
71,837403,康农种业,1.07,112354865.18,7.155033299,,39499008.3,17.64,,4.91,26.32,1.024117720476,43.4564797455,,2023-03-13
72,839951,用友汽车,0.8,476096201.18,-2.2342040441,,84828149.79,-8.4484989097,,4.31,19.64,0.74883074096,44.8085593902,,2023-03-10
73,839792,东和新材,0.44,515820904.04,-10.110813956,,64473052.53,-20.8667912397,,3.84048930404,12.28,0.477280171912,24.0897783469,非金属材料,2023-03-10
74,603103,横店影视,-0.76,909361702.85,-69.0072882728,69.5021,-480525769.65,-259.85,-82.6737,2.956237343914,-21.39,-0.015676632718,-40.3994146838,文化传媒,2023-03-10
75,839719,宁新新材,0.63,240394127.54,4.8156484997,,44128321.22,-8.2609504879,,6.05,11.03,0.177272043111,33.6159205247,,2023-03-09
76,833972,司南导航,0.61,287966058.48,34.5641676233,,28202974.0,132.1715725119,,5.17,13.09,0.635501339768,52.9401169967,,2023-03-08
77,831304,迪尔化工,0.23,318850659.51,1.2010296899,261.3342,25791191.48,5.9672722384,34.0238,1.466964818775,17.01,0.013052033727,16.1608604132,,2023-03-07
78,836547,无锡晶海,1.21,266261866.73,34.7752649625,16.0855,49374280.99,124.9773600334,59.9655,15.76,28.71,3.92768172,32.3738153941,,2023-03-06
79,830779,武汉蓝电,0.86,88778892.77,5.5365806462,,39598206.55,-1.3012983798,,2.88,37.63,0.767061871613,65.5822279298,,2023-03-06
80,834607,祥云股份,2.83,5630239994.68,-1.8261799728,,401396337.43,59.4511370223,,17.71,17.29,4.320650076674,18.4087540401,,2023-03-03
81,833478,侨益股份,0.59,1086580392.0,55.6677545076,,58091281.56,348.1911185249,,3.29,19.31,0.741857199656,14.1864089694,,2023-03-03
82,832010,亘古电缆,0.49,1221229886.03,-2.5794361834,,84029492.01,-10.1682023538,,3.69,14.08,0.205035722885,15.9675922896,,2023-03-03
83,301157,华塑科技,1.25,205908403.23,91.9358197507,,56156667.93,246.2748818275,,3.827289761111,53.56,0.424320257778,46.7888771117,计算机设备,2023-03-03
84,837134,天元智能,0.43,748029672.33,6.3008102638,,68498643.54,62.1130101603,,1.36,31.62,0.794916630168,17.8146588229,,2023-03-02
85,688502,茂莱光学,1.0546,246235716.62,10.9687717712,,41627598.95,-4.6887293399,,6.865215446717,16.76,0.981104834848,58.9754371191,光学光电子,2023-03-02
86,603282,亚光股份,0.84,418398092.69,31.4935311634,,84042873.74,30.9725267842,,3.098872979565,30.01,1.110931680722,40.9864378271,专用设备,2023-03-02
87,833571,锁龙消防,0.55,77329864.7,-19.0617486976,,14598045.47,-5.41,,2.24,24.5,0.543947309201,52.1924389323,,2023-03-01
88,600178,东安动力,0.0958,5382351963.48,74.5642668571,24.9716,44275266.17,271.22,-181.0932,5.462544763915,1.7701,2.637875931549,12.4569585107,汽车零部件,2023-03-01
89,430556,雅达股份,0.56,292043535.5,23.155161146,1.5995,70438328.88,50.4536379962,61.0008,2.68,20.84,0.027590060503,37.9697228087,仪器仪表,2023-03-01
90,301378,通达海,2.45,336718772.99,37.579833313,,76790401.66,79.6188818128,,7.70675019942,48.26,2.73063961942,58.661250775,软件开发,2023-03-01
91,301322,绿通科技,1.03,557912349.74,33.4619874027,,52128566.41,7.4026569456,,5.504678081388,21.03,1.065816153212,26.7796796145,交运设备,2023-03-01
92,833575,康乐卫士,-2.09,86084.51,-99.3579275116,,-152399667.83,-263.2845563477,,4.24,-246.43,-0.958711453486,94.3838676668,化学制药,2023-02-28
93,830896,旺成科技,0.32,284200637.72,-6.0567488441,,24273345.49,-15.1982591483,,3.22,10.45,0.64243772723,27.1923338033,,2023-02-28
94,603153,上海建科,0.73,2774504055.71,8.8698511098,,232078545.91,28.7805238643,,6.054157154574,12.75,0.725934121363,32.7859198554,工程咨询服务,2023-02-28
95,601179,中国西电,0.0476,15994367849.58,3.3252558667,84.7995,243878271.03,-41.37,-68.3075,3.865713020707,1.22,0.00883830731,16.5039640546,电网设备,2023-02-28
96,001368,通达创智,1.07,692588161.11,18.7423302975,,90233487.69,118.4132485852,,5.866244454762,20.09,1.022374795238,26.1643207862,塑料制品,2023-02-28
97,874075,乔路铭,,650897819.45,,,49465113.09,,,3.1994417282,28.02,1.7339103358,18.7887717282,,2023-02-27
98,874007,公元新能,,412831500.68,,,15709531.81,,,0.253587253711,14.82,0.107802253533,11.2033328353,,2023-02-27
99,835857,百甲科技,0.43,947768015.73,22.869898784,112.4921,51237015.83,53.8090247155,40.6362,2.8,16.47,0.483720545283,18.1870102303,钢铁行业,2023-02-27
100,833394,民士达,0.28,159019100.39,16.3399852906,31.7227,27927350.9,34.210188066,179.1607,2.73,10.79,0.2283725456,25.5880601891,,2023-02-27
101,837663,明阳科技,0.92,130137327.52,9.3110516714,,35565732.49,21.469745321,,3.73,24.86,1.125713730491,46.7227816329,汽车零部件,2023-02-24
102,301408,华人健康,0.26,1930910426.63,26.8364092496,,88919880.94,71.1706988395,,2.102439155912,15.13,0.086279009324,36.2603066623,医药商业,2023-02-24
103,600925,苏能股份,0.3203,10035544226.13,-10.9963501393,,1813157077.87,-4.358261475,,1.203862223577,18.78,0.204774332132,33.1745807337,煤炭行业,2023-02-23
104,870536,快达农化,0.2832,890938341.69,1.5153145961,,72049554.31,-13.22,,3.02,9.67,0.462978527209,19.3401992043,,2023-02-22
105,872541,铁大科技,0.26,166625682.83,-6.3463099221,,26615938.4,1.0065469145,,2.4013,10.86,0.123476495371,46.459173145,交运设备,2023-02-21
106,001366,播恩集团,0.76,1510017516.15,47.1250617153,,91997226.58,55.7291437369,,3.037436377961,27.8,1.266665159312,19.6430974063,农牧饲渔,2023-02-21
107,830974,凯大催化,0.59,2273929801.36,11.6790609718,,71807488.9,32.4898313571,,2.61,24.39,0.361753416412,4.9157667973,化学制品,2023-02-20
108,001278,一彬科技,1.19,1319945929.62,1.0503675846,,88298062.82,53.7464247624,,5.506276916918,26.75,2.219251657543,23.5705542097,汽车零部件,2023-02-20
109,874068,三艾斯,0.0,65132888.08,,,941662.12,,,,32.66,,12.2147275586,,2023-02-17
110,874062,飞尔股份,0.41,665469776.68,,,28365585.77,,,4.459359712899,9.44,0.876666105217,17.8763043175,,2023-02-17
111,874016,星图测控,0.15,26772372.49,,,9615296.78,,,1.146462520131,54.41,-0.022831945357,66.8764310921,,2023-02-17
112,873995,海纳股份,0.42,215998465.63,43.1605592755,,24499851.14,240.2208992733,,1.874962040517,25.49,0.442418497414,38.8204725878,,2023-02-17
113,873993,诚展科技,1.08,110502171.57,,,18345439.15,,,3.3634208585,34.06,0.492076403,35.8881418135,,2023-02-17
114,873986,名扬科技,0.78,305651759.71,,,40333579.58,,,3.093053040698,28.99,1.093422305039,27.9925974682,,2023-02-17
115,873985,久煜智能,-1.1615,37203170.53,,,-10394853.95,,,1.69150023242,187.31,2.120163689898,42.2724643786,,2023-02-17
116,873961,利尔新材,0.46,27901210.54,,,3052495.43,,,3.400035798863,14.51,0.884127462015,40.8243000198,,2023-02-17
117,873951,泰禾环保,-0.0142,27092613.05,,,-382725.79,,,1.300309862222,-1.08,-0.262981878889,38.3224707445,,2023-02-17
118,873939,豪特曼,0.28,93354317.51,,,8398565.72,,,1.991749860333,15.83,0.551731486333,34.5939532004,,2023-02-17
119,873931,潜阳科技,0.53,404705923.21,-2.7311257963,,69774726.66,17.3676618537,,2.591305367597,22.96,0.553312728424,31.5921300375,,2023-02-17
120,873926,苏州园林,2.36,147102069.92,,,28191211.23,,,4.236363751734,34.1,1.143393847869,48.0846907854,,2023-02-17
121,873925,皓森精铸,0.01,110751124.31,,,192351.59,,,1.961452405,0.33,0.500842186333,17.647586236,,2023-02-17
122,873917,朗诺股份,0.39,84799196.27,,,11792569.93,,,1.382579183,32.33,0.30014818,42.925444923,,2023-02-17
123,873916,警翼智能,0.7854,338277268.6,,,47125762.61,,,6.238251477667,13.47,0.835384039667,48.4464951956,,2023-02-17
124,873884,巴兰仕,0.74,549303242.44,,,44392879.58,,,4.068216617167,18.86,1.292549232167,26.4831985141,,2023-02-17
125,873862,兴洋科技,-0.1,57196087.42,,,-20380484.32,,,0.796377941448,-12.03,-0.171004095116,-3.1456969019,,2023-02-17
126,603162,海通发展,0.2,678875145.27,21.720127636,,66020430.25,-35.6216678677,,2.826859999515,10.38,0.605371348837,21.7178207403,航运港口,2023-02-17
127,601121,宝地矿业,0.26,687520018.33,16.1791926826,,154707266.87,33.6348318228,,2.7484375098,8.68,0.066106612883,36.1466673034,钢铁行业,2023-02-17
128,874031,翰林航宇,0.49,217508445.59,,,25807761.75,,,3.38658978654,15.54,0.804292098578,46.5758072912,,2023-02-16
129,873930,东明炬创,0.69,138788991.31,,,8307521.12,,,5.418327814167,13.59,0.153983421667,40.9847760281,,2023-02-16
130,873909,海多硅材,0.42,84674785.09,,,6728596.52,,,2.791462909375,17.14,0.338769023125,21.2711835417,,2023-02-16
131,603291,联合水务,0.33,797442437.55,16.3270871258,,118494386.33,-13.4735832024,,2.584566645008,13.26,0.557062115515,39.0012675869,公用事业,2023-02-16
132,603061,金海通,1.38,185183010.8,158.6775930101,,56368077.86,679.8581353016,,6.040982210222,33.3,1.083888690444,57.6197883375,半导体,2023-02-16
133,874110,中南药包,0.22,105565925.68,,,2709120.24,,,2.317314024603,9.72,-0.131973502381,18.973285519,,2023-02-15
134,301303,真兰仪表,1.96,849746741.49,34.608293728,,182116774.82,20.7602037031,,2.981228469635,31.57,0.419097143516,39.8253992627,仪器仪表,2023-02-15
135,874057,迪亚环境,0.94,76978205.92,,,8752586.32,,,2.286354943245,49.37,-0.789502382722,29.6017503755,,2023-02-14
136,874035,成都炭材,0.42,416879856.9,,,131359185.9,,,3.404777084542,13.02,0.15723297013,46.87660415,,2023-02-14
137,874027,永驰科技,0.21,93778390.53,,,6612038.46,,,1.403239604107,15.25,0.582741306064,23.4488649098,,2023-02-14
138,836422,润普食品,0.41,408540102.45,9.9611253579,,26801078.35,80.9467385058,,2.5,17.64,0.758679002764,15.828212203,食品饮料,2023-02-14
139,688486,龙迅股份,0.68,136017338.73,30.100719567,,35333857.1,6.4737459172,,6.216813707684,19.23,1.727964837061,56.5924665258,半导体,2023-02-14
140,600302,标准股份,0.41,1255801354.79,131.8398124115,100.1033,141409137.31,185.91,4759.1067,3.500691706007,12.38,-0.925923046302,23.3691971967,专用设备,2023-02-14
141,001337,四川黄金,,542815625.2,43.4277547919,,202143584.29,50.2628099863,,4.247182260226,43.74,2.1872682796,51.0267107396,贵金属,2023-02-14
142,603073,彩蝶实业,1.07,624372597.44,-27.8371888683,,93475939.68,23.1738293835,,5.538394664483,21.5,0.398953966207,28.2667300285,纺织服装,2023-02-13
143,874021,聚星科技,0.63,406742920.83,19.1668265332,,67562583.27,42.636927453,,3.315839998148,20.83,0.0556319875,27.6448015519,,2023-02-10
144,873899,海创汇,0.27,31532801.94,,,2476667.26,,,2.081519291111,16.35,1.376478832222,50.2262342564,,2023-02-10
145,873861,良安科技,2.57,73399341.43,,,10283962.69,,,2.0877969575,320.45,2.280685585,42.2378167379,,2023-02-10
146,834770,艾能聚,-0.26,257402694.66,-28.6702409764,,-27516030.07,-153.9455959455,,3.68,-6.21,0.63531881986,15.6433673949,光伏设备,2023-02-10
147,688522,纳睿雷达,0.57,131287380.54,25.0867225882,,66591433.95,-6.1737014681,,2.909846369052,38.64,-0.370642306638,79.6777217732,计算机设备,2023-02-10
148,688307,中润光学,0.4,334333496.27,17.6366232312,,26648077.98,17.9341503994,,4.627215373485,11.37,-0.191925707879,30.5664788004,光学光电子,2023-02-10
149,603065,宿迁联盛,0.52,1214779097.52,22.1382783689,,179212824.69,38.2991276953,,3.145631248396,20.3,0.274302023299,27.5207467261,化学原料,2023-02-09
150,873898,天科航空,0.33,48571265.35,,,8964231.97,,,8.683738622611,8.7,-0.08090096793,46.3899376671,,2023-02-08
151,430478,峆一药业,1.77,202411847.07,34.4999617356,,53154421.17,65.5493504566,,7.76,25.39,1.489619930753,45.4799170664,化学制药,2023-02-08
152,873644,万佳物业,0.47,57213034.38,,,9461564.32,,,2.07610652,25.45,0.892946821,32.3660652519,,2023-02-07
153,835579,机科股份,0.35,361027653.47,28.5977966102,,31791889.06,109.5260706666,,1.9,19.93,0.056128976444,24.7523286183,,2023-02-07
154,831906,舜宇精工,0.56,509366032.82,12.2486242594,,31502264.85,22.9435157977,,5.8,9.67,0.906717957325,21.9501672856,汽车零部件,2023-02-07
155,603190,亚通精工,2.14,1314781422.35,30.5950403645,,192294320.49,82.6280270498,,9.89225992,24.07,0.482407399444,29.2226149068,汽车零部件,2023-02-07
156,430017,星昊医药,0.76,625579971.54,-1.8559463288,,70211495.31,-9.9719061552,,10.7,7.25,0.232321622206,77.6840779195,,2023-02-07
157,301419,阿莱德,0.92,306966734.44,13.6658121239,,69367212.62,35.0791248752,,3.438210647067,31.0,0.904110408667,44.6780427789,通信设备,2023-02-06
158,001311,多利科技,1.56,1684381937.43,4.6263998836,,155589670.07,-21.9012986746,,9.724095027642,16.01,2.763075164811,23.2107495914,汽车零部件,2023-02-06
159,001260,坤泰股份,0.96,376572177.58,16.1957036237,,82892643.72,46.8327869904,,4.006981396522,26.26,0.691354100754,38.3034191578,汽车零部件,2023-02-06
160,001225,和泰机电,2.29,410473753.83,22.4346954204,,111286016.78,6.2094531318,,7.823687587423,31.39,2.513016507423,42.9607083509,通用设备,2023-02-06
161,873887,琼派瑞特,6.4,238126911.26,,,48217803.0,,,4.183273829409,60.15,3.882664855587,51.7851174643,,2023-02-03
162,873694,北矿检测,0.46,69229810.23,,,22886308.2,,,2.640403147,28.4,-0.7830894642,63.1962831108,,2023-02-03
163,832958,艾芬达,0.2,556520010.19,-5.9371349789,,12927237.96,-65.8164501695,,4.4,4.62,1.156800129231,20.8394335885,,2023-02-03
164,688515,裕太微,,12950815.87,876.516106543,,-40377144.19,-46.8798559528,,7.729718559822,-75.35,0.551357672424,25.3738190164,半导体,2023-02-03
165,301358,湖南裕能,0.13,956382859.33,63.8170130233,,39166458.93,-29.1168649698,,2.681018332663,6.47,-0.313371746009,14.5258614973,电池,2023-02-03
166,874036,久正工学,0.66,441912641.16,66.5143541668,1.7005,31220003.17,-27.0977359774,-125.3542,5.094023889797,15.31,1.163402371463,26.6183686557,,2023-02-01
167,874020,天佑股份,0.56,302938035.33,,,35592822.73,,,2.067876183429,27.79,1.314773355571,28.3449564451,,2023-02-01
168,873929,中企科信,0.03,336125353.21,,,5382719.44,,,1.103056983231,3.83,-0.109117916308,9.3349532906,,2023-02-01
169,873896,海金格,-6.78,228626710.76,,,-74715523.44,,,-1.523838771986,115.93,-3.189589343314,29.7567379043,,2023-02-01
170,873855,新富科技,,143754337.9,,,11424127.02,,,5.649843763566,8.45,1.280325178682,30.8660999927,,2023-02-01
171,874107,绿岩生态,0.32,92898288.99,,,9053337.77,,,3.719320217307,8.93,1.449697865894,25.1503433529,,2023-01-31
172,874058,九州风神,1.2932,829755108.49,56.8376800765,,96309780.54,237.5185361784,,6.542088968735,25.48,2.030055974786,39.241282624,,2023-01-31
173,874055,艾棣维欣,-10.81,325527.36,,,-131160730.04,,,20.615937571759,-113.16,-1.041987453318,,,2023-01-31
174,873900,世纪信通,2.53,23992481.23,,,5562177.32,,,4.726457490909,73.4,3.862886540909,78.7995802467,,2023-01-31
175,873886,瑞红苏州,0.43,281197021.61,,,30051328.37,,,2.565506280286,18.41,0.475235048714,23.2975496451,,2023-01-31
176,873882,八达机电,0.29,126367718.65,,,14272529.3,,,3.2345422164,8.98,0.4646051218,24.9288810754,,2023-01-31
177,873869,早康枸杞,0.17,133287550.24,,,10636880.37,,,0.662122696875,28.7,0.311559597344,33.1592435606,,2023-01-31
178,301373,凌玮科技,0.98,350194144.35,5.2900004838,,79609246.61,21.8258860566,,5.403137712465,19.91,0.751039483546,37.2247334609,化学制品,2023-01-31
179,874056,恒升医学,0.45,224890800.14,,,31325796.56,,,3.864105386777,12.81,0.129652785262,58.9118538853,,2023-01-30
180,874022,海图科技,4.77,25610170.93,,,2433519.35,,,7.916264039216,86.28,-0.159984117647,42.9930862238,,2023-01-30
181,873847,江苏成套,0.7655,278993537.92,,,38273946.03,,,6.6015167332,12.31,1.4197734276,35.7847995385,,2023-01-30
182,873842,上海精智,0.1,429642045.18,,,8417598.17,,,6.076775030877,1.6,0.462185452019,23.8567117487,,2023-01-30
183,873830,奥智股份,1.28,463923909.0,,,67427613.38,,,3.144872284381,50.97,0.036208992952,33.8101422662,,2023-01-30
