序号,股票代码,股票简称,每股收益,营业收入-营业收入,营业收入-同比增长,营业收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
24,871478,巨能股份,0.98,147099883.79,91.0171326994,,17811934.17,299.0731571764,,6.248347599671,21.94,1.021178433187,42.7265172825,,2023-01-16
25,835834,达伦股份,-0.09,258720767.01,,,-4789482.07,,,,-6.81,-0.022624582903,9.3669567813,,2023-01-16
26,301419,阿莱德,0.6553,258937778.56,,,49146296.27,,,,,,40.621211194,通信设备,2023-01-16
27,688515,裕太微,-0.45,141823545.28,,,-5864768.24,,,,-7.62,,29.8852090507,半导体,2023-01-13
28,301358,湖南裕能,0.91,3295873656.3,,98.3758,516859579.13,,98.7636,,,,25.264006456,电池,2023-01-13
29,300988,津荣天宇,0.85,1013953918.78,44.7419159832,14.8108,54379776.58,30.88,30.1394,11.553551176367,8.49,-0.476326850839,17.6013013959,通用设备,2023-01-12
30,000751,锌业股份,0.1442,14891889795.49,62.5696757305,61.4501,203309630.69,11.55,-12.6043,2.141752204468,5.48,0.345114914175,4.1419870559,有色金属,2023-01-12
31,603307,扬州金泉,1.35,557214750.39,,,71916032.44,,,,,,20.4670128079,纺织服装,2023-01-10
32,301373,凌玮科技,0.6,295533636.6,,,48433223.06,,,,10.44,,36.0145870279,化学制品,2023-01-10
33,301260,格力博,0.62,3732574548.36,,,224256769.5,,,,20.09,,26.9523571802,专用设备,2023-01-10
34,831319,绿蔓生物,0.11,94985662.56,,-5.2232,6048102.17,,-85.4632,,10.13,-0.120948247105,25.1820153646,,2023-01-09
35,831175,派诺科技,0.13,222153284.04,,,8597642.02,,,,,-1.396102713992,46.5759279756,,2023-01-09
36,603281,江瀚新材,1.78,1583588938.31,,,355162116.91,,,5.05772847905,42.25,1.73819508845,32.3684967153,化学制品,2023-01-05
37,837003,凯斯机械,0.44,195688811.47,75.8506982195,,20390867.2,219.62,,6.410126322284,7.14,-0.055914377949,30.2865051685,,2023-01-04
38,838812,欧曼科技,0.46,270250904.11,26.5642395107,,24275905.23,5.81,,2.942973782736,16.05,-0.441903446271,26.2645478185,,2022-12-30
39,688435,英方软件,0.06,85326195.93,,,3843187.55,,,,,,86.6262683275,软件开发,2022-12-30
40,600022,山东钢铁,0.2607,87290934711.52,36.562993692,-11.5066,2854170986.47,385.46,-49.4092,2.153465280657,19.5,0.51588644694,10.5035034739,钢铁行业,2022-12-30
41,301317,鑫磊股份,0.4,617370408.64,,,46755414.97,,,,,,20.8934584967,通用设备,2022-12-30
42,833575,康乐卫士,-2.92,205892.54,,-20.2557,-313175816.58,,50.9176,,-57.76,,95.7022532239,化学制药,2022-12-29
43,603173,福斯达,0.69,893388530.69,,,83250184.36,,,,,,22.9941730975,通用设备,2022-12-29
44,002022,*ST科华,1.4186,3727801760.84,45.1930223891,40.2505,729089582.16,81.44,82.745,7.017919354183,20.92,1.490014464857,58.0718078537,医疗器械,2022-12-29
45,832800,赛特斯,0.05,512879093.79,,-11.4778,24294502.52,,-118.8626,3.794017818311,1.4,-0.112355350878,65.2645731739,,2022-12-28
46,688485,九州一轨,0.29,240065550.54,,,32230345.15,,,,,,46.4853411033,环保行业,2022-12-28
47,835401,杭摩集团,0.22,1330229062.79,,-1.0753,42096258.34,,-11.2883,,,-1.550271391313,8.9752829403,,2022-12-27
48,688529,豪森股份,0.34,826487506.33,-0.7067370407,-16.7412,43597642.25,-36.12,79.3923,8.343907872734,4.12,-1.747671290313,26.6298555289,专用设备,2022-12-27
49,837748,路桥信息,-0.2,76090022.3,,-153.9887,-11640755.0,,167.4751,,-10.92,-0.951063585434,41.0493753923,,2022-12-26
50,837174,宏裕包材,0.47,422007873.06,,,27948045.04,,,,9.42,-0.174180259333,12.6931074559,,2022-12-26
51,831396,许昌智能,0.19,246661388.44,,,18854962.35,,,,,-0.713818917921,27.8270507492,,2022-12-26
52,831378,富耐克,0.2141,218196645.24,,1.7138,27636981.69,,-43.9154,,,0.514179322021,39.6139216829,,2022-12-26
53,688378,奥来德,2.01,382309307.34,119.4000077942,8.1159,146916713.1,313.17,-4.1877,22.750914455123,9.05,0.616685138651,57.5974491445,专用设备,2022-12-24
54,603286,日盈电子,0.18,417904297.43,23.6375579017,1.0307,16356910.41,50.93,-25.5181,5.491572848215,3.43,0.274336163297,25.1630948968,汽车零部件,2022-12-24
55,870976,视声智能,0.53,153553741.38,34.883765427,,17966536.15,39.282937437,,2.112440256949,21.93,0.331710113377,36.7066325467,,2022-12-23
56,870790,蓝色星际,0.16,255348148.38,,,32047274.33,,,,,-0.578573139709,58.4475172492,,2022-12-23
57,833755,扬德环能,0.17,239874708.14,10.4702768217,-9.4069,61944201.68,3.0508736842,-1.3732,2.005637538929,8.86,0.199391559977,46.8704952522,,2022-12-23
58,600079,人福医药,0.69,14860839707.17,0.1025852603,3.8597,1093947703.43,78.55,19.3885,7.910927812721,9.02,0.503980556176,43.616290057,化学制药,2022-12-23
59,430566,虹越花卉,,454195355.61,,45.1885,27995735.41,,179.69,,,0.861391124483,31.5633090165,,2022-12-23
60,873576,天力复合,0.3469,357567067.85,,,31220516.69,,,,,0.396419768404,22.1628949602,,2022-12-22
61,872249,金米特,1.0,147660671.06,68.1803512605,22.7245,49774084.87,76.1828475938,35.9476,,,0.179582531824,51.8204519529,,2022-12-21
62,839295,金百汇,0.38,92480396.72,,53.6735,19609226.9,,247.0831,,,0.398277080769,37.4004338722,,2022-12-21
63,831928,开泰石化,0.4393,2084699039.87,,-19.5006,81804836.25,,-66.4969,,,0.141859059218,13.3374527374,,2022-12-21
64,430601,吉玛基因,0.1,72854317.2,42.0280632109,-2.0721,3751228.0,195.0,-41.713,1.592055584301,7.42,0.121445041831,58.8450879202,,2022-12-21
65,000702,正虹科技,-0.8283,1039026121.61,48.4099242699,-12.3176,-220858043.95,-50400.44,-42.1129,1.315920773568,-47.44,-0.775630274972,0.2008290279,农牧饲渔,2022-12-21
66,833179,南京试剂,0.8438,322059103.85,,,67503743.29,,,,,0.584771783625,32.4672321509,,2022-12-20
67,830896,旺成科技,0.4,269842023.53,,,30491542.55,,,,,0.655829089773,25.4149159434,,2022-12-20
68,837931,大飞龙,0.44,252690800.46,39.1319228549,,44005520.33,59.3743885079,,1.846780817119,31.11,0.217607079689,44.7650198203,,2022-12-19
69,832978,开特股份,0.12,256454303.9,,,31742157.77,,,,,0.131133305541,31.8846069715,,2022-12-19
70,688506,百利天恒,-0.06,613842341.86,,,-23017978.23,,,,,,76.8416683608,生物制品,2022-12-19
71,831304,迪尔化工,0.1884,358097369.19,96.4861283899,,22187413.57,24.65532455,,1.526316060272,12.87,0.016307557987,13.8608069259,,2022-12-16
72,301105,鸿铭股份,1.32,270411704.41,,,49409381.83,,,,12.11,,41.3930357727,专用设备,2022-12-16
73,870726,鸿智科技,0.32,270358703.94,,,9870432.67,,,,,1.225696825109,12.9727605137,,2022-12-15
74,837305,万和科技,1.24,156668430.9,,-116.4995,26547742.56,,30.8569,,,0.853139274592,31.7135970307,,2022-12-15
75,836717,瑞星股份,0.26,122398271.88,,,22398387.66,,,,,0.264290466047,50.8832909022,,2022-12-15
76,833394,民士达,0.3,163219401.55,43.7314869306,-13.9632,29997992.03,92.78,-17.9763,2.7287475274,11.06,0.3862366,28.5953055744,,2022-12-15
77,832175,东方碳素,0.33,241771118.32,,,29060505.47,,,,9.56,-0.051440283793,26.3373438285,,2022-12-15
78,873750,斯贝科技,2.83,642904308.19,,,35287787.98,,,,14.56,,19.1496492451,,2022-12-14
79,839719,宁新新材,0.53,263786089.44,,,61413745.86,,,,13.56,0.320334753652,38.3281036027,,2022-12-13
80,688525,佰维存储,0.32,2046215312.5,,,115279333.87,,,4.694743732615,9.41,-0.797121765236,18.0247996746,半导体,2022-12-13
81,430623,箭鹿股份,0.29,370019741.87,11.1544296809,-11.8559,45036512.1,103.0145148012,57.2762,3.739961591104,,-0.191761057532,27.576086677,,2022-12-13
82,300380,安硕信息,-0.0419,418905001.78,8.0213418445,30.8023,-5761783.74,-126.68,127.6174,3.290646510755,-1.19,-2.070659893305,37.372924003,软件开发,2022-12-13
83,300201,*ST海伦,0.046,1055250019.5,-8.7756934424,9.079,47830553.06,117.48,72.3297,1.15152415925,4.49,-0.255170928391,29.1081154479,工程机械,2022-12-13
84,000528,柳工,0.52,22606053586.03,16.8924645508,-29.4951,1018320475.32,-10.7,-62.8237,8.103728554109,6.66,0.193190973797,17.9232388523,工程机械,2022-12-13
85,838837,华原股份,0.25,403356246.55,,-28.4269,32520357.52,,-25.4114,,10.01,0.357775874602,21.1165301761,,2022-12-12
86,834684,聚合科技,0.54,430311177.59,,,24334321.21,,,3.345541142365,,-2.061255403624,12.5891996958,,2022-12-12
87,833243,龙辰科技,0.36,151341369.7,,46.4934,24331800.27,,-26.1796,,,-0.52158289971,28.343207918,,2022-12-12
88,832651,天罡股份,0.9451,177423824.44,,,47583402.72,,,,16.8,0.364911324727,50.8149889873,,2022-12-12
89,301297,富乐德,0.25,415693762.91,,,62671793.38,,,,,,37.6675431919,半导体,2022-12-12
90,872953,国子软件,0.08,77057550.42,,-9.3154,5430524.38,,-38.6759,,,-0.256786379011,68.2062849565,,2022-12-09
91,688496,清越科技,0.0883,450296044.35,,,31596008.68,,,,6.41,,24.4157185433,电子元件,2022-12-09
92,002651,利君股份,0.17,724277583.65,45.4947246779,-26.5066,173427941.9,27.77,-49.8508,2.265159083932,7.17,0.123551934753,43.2612819081,专用设备,2022-12-09
93,871757,太重向明,,147434596.21,,234.5302,6307172.91,,248.3381,,,0.100227717286,19.6631704398,,2022-12-08
94,688475,萤石网络,0.6758,3077856732.88,,,304107400.78,,,,27.99,,35.7126176163,家电行业,2022-12-08
95,688410,山外山,0.0326,189380614.38,,,3538822.81,,,,,,38.5253194889,医疗器械,2022-12-08
96,301255,通力科技,1.2,340624089.35,,,61305357.01,,,,,,31.4898568814,通用设备,2022-12-08
97,873233,睿高股份,0.35,217510648.14,,8.6944,17976395.56,,14.4823,,,0.388038715646,19.1178551743,,2022-12-07
98,836419,万德股份,0.06,352690504.16,,,4071070.36,,,,,-0.765607361703,11.4371964496,,2022-12-07
99,833751,惠同新材,0.34,137316226.34,,,22128830.85,,,,,0.401414236785,38.369024058,,2022-12-07
100,833284,灵鸽科技,0.1828,135566685.83,48.6898651133,125.8469,14477435.14,38.3748217941,38.8215,2.21441693277,,0.012540424349,32.0883594916,,2022-12-07
101,831275,睿泽科技,0.53,241535071.76,24.1238374885,-12.774,41938720.27,3.8517140101,-20.2251,,,0.615110838092,34.4988240436,,2022-12-07
102,601022,宁波远洋,0.32,2725759650.77,,-8.9202,359324248.44,,-14.8499,,14.1,,20.6037971852,航运港口,2022-12-07
103,301301,川宁生物,0.09,2537905947.48,,,171896498.43,,,2.41591699194,3.62,0.238319968045,24.463115888,生物制品,2022-12-07
104,001333,光华股份,1.33,965333553.22,,-12.0412,127811705.25,,-27.7846,,23.89,,22.2207624789,化学制品,2022-12-07
105,873593,鼎智科技,1.52,144569408.84,40.6355904249,-1.1025,46936720.54,46.22,-5.3248,3.859379328181,49.02,1.367623224517,54.2556543596,电机,2022-12-06
106,870804,科志股份,0.71,276798762.88,,29.275,66217058.45,,118.7523,,,3.062103181289,39.3144185464,,2022-12-06
107,839371,欧福蛋业,0.09,602828237.15,39.0780411009,7.596,13217973.92,-77.5003430844,-155.3398,2.242314899211,4.18,0.210220065673,10.0323756442,食品饮料,2022-12-06
108,838227,美登科技,1.47,87076716.55,,-2.8736,37190495.41,,11.7303,,,,71.1409859195,互联网服务,2022-12-06
109,837663,明阳科技,0.65,111399069.11,,15.5625,25187994.07,,27.3243,,,,43.9962038746,汽车零部件,2022-12-06
110,688147,微导纳米,,230844393.31,,,20554832.39,,,2.096392152714,3.13,-0.091731634108,53.8835644507,专用设备,2022-12-06
111,688141,杰华特,0.19,664526723.46,,,68563084.18,,,2.213707314069,11.67,-0.69770294501,40.6122652487,半导体,2022-12-06
112,430588,天松医疗,0.68,76555996.64,,-12.4828,31115084.33,,-5.4128,,17.17,0.667851828384,61.5794874589,,2022-12-06
113,872230,青岛积成,0.16,254645430.21,9.060563948,-18.6689,17775651.82,-38.95,-99.3299,3.974453045318,4.16,-0.527861696544,32.3017717232,,2022-12-05
114,834950,迅安科技,1.11,162681598.53,26.214845232,5.5189,38864506.32,20.8911598042,53.7857,2.832647776857,,1.082226476286,39.3040479549,电子元件,2022-12-02
115,688498,源杰科技,1.34,153824886.62,,,60109359.06,,,,,,62.9326106244,半导体,2022-12-02
116,688020,方邦股份,0.59,184922740.66,-13.7749947437,-1.7868,47520212.61,-50.25,-42.4631,20.283585273375,2.94,0.729284744125,64.3402333944,电子元件,2022-12-02
117,301280,珠城科技,2.18,774325229.06,,,106285741.79,,,,,,27.9825863575,电子元件,2022-12-02
118,002224,三力士,0.16,673466466.76,10.2995570204,19.0432,113356691.05,-9.34,-35.5993,3.277813697485,4.7,0.14959787743,34.6657601637,橡胶制品,2022-12-02
119,872541,铁大科技,0.1,106186951.91,,-14.1552,10447482.06,,-127.312,,4.11,,43.6590249801,交运设备,2022-12-01
120,430556,雅达股份,0.28,230206987.63,12.9722868744,66.9337,35207387.55,-19.198628892,55.1441,2.761884042239,9.96,0.191379281923,36.504975303,仪器仪表,2022-12-01
121,839493,并行科技,-1.06,121242828.19,60.9834074745,22.7848,-42571179.99,-151.9832510044,2.1575,,,1.348163120323,36.2898441721,,2022-11-30
122,838701,豪声电子,0.36,551907422.44,,14.0134,26150312.57,,-50.0539,,,0.21027088381,15.9668396505,,2022-11-30
123,837506,贺鸿电子,0.43,243260813.08,,0.2036,18593183.14,,80.0237,,9.32,0.754451544773,24.1832539262,,2022-11-30
124,830779,武汉蓝电,0.71,76984338.69,,,32960104.15,,,,,0.194509782796,63.7035610028,,2022-11-30
125,688172,燕东微,0.56,1409200899.51,,,338262025.39,,,,6.48,,39.2481948927,半导体,2022-11-30
126,600589,ST榕泰,-0.046,798477989.22,9.7109989249,-16.8942,-32410685.48,-260.36,-313.4477,1.440115425808,-2.78,-0.509041499673,10.0658171052,塑料制品,2022-11-30
127,839792,东和新材,,444641230.05,,-13.6485,77774280.83,,74.3197,,,,26.8689006093,非金属材料,2022-11-29
128,836699,海达尔,0.84,183782429.04,,-6.7841,25191325.24,,4.9442,,,0.522911234,24.7969665751,,2022-11-29
129,831627,力王股份,0.5,341288137.13,,-7.2626,33755233.14,,-41.1308,,15.31,0.431255568676,20.5226344956,,2022-11-29
130,301311,昆船智能,0.23,1081293654.83,,,40896005.2,,,,4.65,,24.8540295543,通用设备,2022-11-29
131,001223,欧克科技,3.73,422338242.56,,,186510587.67,,,10.6944048526,42.28,2.8035579058,48.1910210537,专用设备,2022-11-29
132,839255,思亿欧,0.44,115592749.81,,,15246985.25,,,,34.25,-0.089276861577,88.7963154079,,2022-11-28
133,836504,博迅生物,0.54,113151376.43,,,18767063.02,,,,,-0.364843746571,38.6220816033,,2022-11-28
134,834770,艾能聚,0.33,244083987.98,,-5.8098,35501913.52,,-19.9587,,,,22.3950102964,光伏设备,2022-11-28
135,834407,驰诚股份,,100493267.05,,26.1732,21870628.18,,84.3831,,,,51.3871902028,仪器仪表,2022-11-28
136,834261,一诺威,,6024822571.38,,5.2414,201983212.28,,92.3866,,18.84,1.529304463017,6.9466907102,化学制品,2022-11-28
137,833444,华恒股份,0.17,544056035.72,,,44146829.81,,,,,0.323293230881,29.2073502428,,2022-11-28
138,301398,星源卓镁,0.79,157566067.98,,,47643420.09,,,,,,46.2068225624,汽车零部件,2022-11-28
139,301265,华新环保,0.59,607202727.7,,,134215383.88,,,,15.06,,36.1296559818,环保行业,2022-11-28
140,872392,佳合科技,0.63,293331187.86,,2.165,27634203.92,,12.0163,,,,18.4866088109,包装材料,2022-11-25
141,870800,中草香料,0.33,103995103.97,,,14485522.26,,,,,-0.110815628104,32.0735654821,,2022-11-25
142,836208,青矩技术,1.35,465306637.21,,6.9798,80513776.34,,-22.0429,,,-1.325740338071,43.1182022597,工程咨询服务,2022-11-25
143,301368,丰立智能,0.48,408538769.05,,,43430283.08,,,,,,21.7216095761,通用设备,2022-11-25
144,832149,利尔达,0.33,1579033650.06,,13.7306,120924091.02,,92.3614,,,,22.156735474,贸易行业,2022-11-24
145,600243,青海华鼎,-0.0429,429238748.04,-10.3050550781,-1.8553,-18822766.54,-661.3,10.8806,2.597749846781,-1.6432,-0.063776422696,12.7190901402,通用设备,2022-11-24
146,300542,新晨科技,0.03,568087713.77,-22.4094378829,-32.5611,7880422.45,-29.17,-117.3642,1.778086564339,1.15,-0.3346203228,28.4381168936,软件开发,2022-11-24
147,002536,飞龙股份,0.34,2434326942.97,28.2161421191,-17.1701,171410825.06,109.09,-65.8453,4.581659278565,7.59,0.137284486042,23.5348029197,汽车零部件,2022-11-24
148,834033,康普化学,0.39,117845186.19,,-27.4442,22457292.56,,-67.6452,,12.6,,31.9152186746,化学制品,2022-11-23
149,830818,巨峰股份,0.28,574468307.51,,0.9207,51471839.98,,-36.668,,,-0.038645392869,20.9205016689,,2022-11-23
150,836392,博为峰,0.36,257554125.03,,,28871739.35,,,,,0.780951019335,59.8141040265,,2022-11-22
151,831906,舜宇精工,0.57,488508696.92,,-12.236,31830496.6,,-73.5285,,,,18.4465761875,汽车零部件,2022-11-22
152,688503,聚和材料,2.16,3678575783.28,,,180866780.51,,,,,,10.7994318602,电子元件,2022-11-22
153,872351,华光源海,0.5055,1205675536.65,,41.1327,34554031.63,,32.8546,,,,6.6015162405,物流行业,2022-11-21
154,871694,中裕科技,0.26,226579330.47,,13.717,18432354.65,,-58.818,,,-0.192424263242,38.0812418286,,2022-11-21
155,837592,华信永道,-0.55,79658943.58,,-45.1354,-26055750.36,,-856.006,,,-1.170915655429,21.7234669986,,2022-11-21
156,837006,晟楠科技,0.5,84642023.2,,,33698700.7,,,,,1.235759456479,70.7471202673,,2022-11-21
157,835670,数字人,0.08,43626587.15,53.9842757098,73.2432,5202942.55,63.79,3229.2707,3.67542468492,2.1,0.091802091043,66.8231311786,软件开发,2022-11-21
158,833171,国航远洋,0.66,1073626809.86,,-1.7881,291972787.38,,3.0711,,,,31.7579798482,航运港口,2022-11-21
159,832350,汇知康,0.3792,390669599.47,83.1705288518,12.341,32987869.93,36.5482329338,-16.0838,,8.69,0.149448511111,32.398368517,,2022-11-21
160,832075,东方水利,0.252,151242490.09,82.0857780318,-3.2747,19081981.75,114.2010330029,25.8114,,,-0.421068214326,33.6494900274,,2022-11-21
161,832023,田野股份,0.2283,358031973.69,,-7.732,54789547.58,,-8.0809,,6.88,,29.554324939,食品饮料,2022-11-21
162,831237,飞宇科技,0.1234,249881825.15,,,19098525.36,,,,,-0.177642070672,21.7525361548,,2022-11-21
163,688420,美腾科技,0.8,228179384.47,,,52802093.22,,,,19.78,,61.3685471566,专用设备,2022-11-21
164,688084,晶品特装,-0.05,204532431.06,,,-2647313.01,,,,-0.74,,16.8603048139,专用设备,2022-11-21
165,301377,鼎泰高科,0.48,906711693.32,,,174522106.34,,,,22.69,,38.0694004184,通用设备,2022-11-21
166,301365,矩阵股份,1.62,629732500.0,,,146074080.41,,,,33.02,,48.0664577118,装修装饰,2022-11-21
167,837341,睿恒数控,0.3816,68630066.37,,-51.6899,13204098.12,,-61.691,,14.25,0.004272760894,53.2007338929,,2022-11-18
168,831855,浙江大农,0.63,208066182.53,,-24.9653,35125340.89,,-38.3921,,,,33.5035353667,通用设备,2022-11-18
169,830877,康莱股份,0.2,126229468.64,,19.8696,12311605.15,,72.2144,,,-0.068265441503,30.1235473932,,2022-11-18
170,688143,长盈通,0.52,160981720.69,,,37051160.0,,,,10.41,,58.0537765713,电子元件,2022-11-18
171,430478,峆一药业,0.98,150380012.38,,-19.7584,29490791.01,,-45.9195,,,,36.5520072781,化学制药,2022-11-18
172,001301,尚太科技,1.74,1420515782.12,,,338306409.05,,,9.46,22.29,,37.7560838219,非金属材料,2022-11-18
173,839483,用友金融,0.08,255275069.0,22.6525373737,-3.722,8404804.0,80.26,-74.641,2.212986378113,3.34,-0.834044080199,60.0328440221,,2022-11-17
174,836422,润普食品,0.36,355052440.66,,31.8701,24831436.67,,21.2339,,,,16.1955797186,食品饮料,2022-11-17
175,832469,富恒新材,0.22,288395188.33,,,18280943.96,,,,,-0.004574023601,16.343306129,,2022-11-17
176,831526,凯华材料,0.23,100908913.93,,2.2404,14318226.47,,32.5439,,,,28.0378350714,化学制品,2022-11-17
177,688376,美埃科技,0.62,765874221.27,38.7080465993,,62288295.49,17.29898829,,,16.19,,26.646127175,环保行业,2022-11-17
178,603130,云中马,0.9,1238083240.28,,,101319276.09,,,,22.1,,14.9244716275,纺织服装,2022-11-17
179,301335,天元宠物,1.2,1333866114.34,,,81010002.72,,,,11.54,,22.619548213,家用轻工,2022-11-17
180,834014,特瑞斯,0.58,416529518.78,53.110472101,70.746,41531605.34,45.4980900013,109.4866,4.454913120278,,-1.365906673472,34.4696261289,专用设备,2022-11-16
181,872857,时刻互动,0.42,129446157.55,,,2077192.28,,,,19.57,-3.14977709,4.126780185,,2022-11-15
182,870508,丰安股份,0.68,130213736.75,,-41.297,32073536.98,,-49.9978,,,,33.4163641687,通用设备,2022-11-15
183,870199,倍益康,1.1964,204574212.19,,-9.6709,43415925.09,,-37.9006,,,,42.2343012959,医疗器械,2022-11-15
184,836942,恒立钻具,0.7866,160863745.77,,19.1876,33964161.27,,2622.8576,,,,39.6966874819,专用设备,2022-11-15
185,836221,易实精密,0.35,106986599.22,,-8.9657,23320106.4,,-8.3884,,19.8,0.160857647206,35.4342205906,,2022-11-15
186,688489,三未信安,0.296,136735016.68,,,16993766.09,,,,5.4385,,72.0500628823,电子元件,2022-11-15
187,688419,耐科装备,0.36,139925221.5,,,22401659.69,,,,15.72,,36.0245052104,专用设备,2022-11-15
188,688362,甬矽电子,0.69,1418668041.42,,,203208002.31,,,,24.97,,31.8730939063,半导体,2022-11-15
189,688272,富吉瑞,0.83,223610136.45,3.5672746781,-27.1224,47473424.99,12.81,-32.9241,4.90932555386,18.54,-0.946438990877,49.611401022,光学光电子,2022-11-15
190,301361,众智科技,0.57,140296195.31,,,50151280.95,,,,24.99,,55.1898205214,电网设备,2022-11-15
191,001338,永顺泰,0.38,2263328889.06,,,144510151.32,,,,6.56,,11.9261593048,酿酒行业,2022-11-15
192,872895,花溪科技,0.64,144335108.46,30.4206287074,-42.5446,26612210.32,11.3564963236,-78.2347,,27.02,0.817802187,36.3103067224,专用设备,2022-11-14
193,870866,绿亨科技,0.33,287621135.79,,-7.5127,45717310.29,,-37.5917,,13.08,,46.2615827639,农药兽药,2022-11-14
194,839273,一致魔芋,0.73,347498670.17,,-5.4969,42469239.92,,21.1473,,,,21.2973233376,食品饮料,2022-11-14
195,836414,欧普泰,0.5908,70540928.69,9.3355038489,17.7019,14239391.13,8.1949666755,59.5734,2.878722559826,,-0.619352581339,44.0589846025,专用设备,2022-11-14
196,833455,汇隆活塞,0.19,90434844.71,,-6.8874,24886579.53,,-31.418,,13.84,0.267994605938,47.1339900529,,2022-11-14
197,832110,雷特科技,0.86,98189516.75,,,28454615.55,,,,15.93,,50.025824157,电子元件,2022-11-14
198,830974,凯大催化,0.36,1224345138.68,,-29.6414,53386298.61,,-85.3683,,,,5.8837700289,化学制品,2022-11-14
199,830879,基康仪器,0.21,158078846.23,30.984902007,40.8118,26194309.87,38.8916541166,9.3851,3.242200430462,,-0.129270371462,51.9992071111,仪器仪表,2022-11-14
200,688428,诺诚健华,0.06,981429657.21,,1604.6741,87911292.64,,582.6987,,,,96.1311684306,生物制品,2022-11-14
201,301391,卡莱特,1.26,379990685.85,,,64028883.92,,,8.459698868039,16.07,-1.090345777647,41.5952242188,计算机设备,2022-11-14
202,001256,炜冈科技,0.62,316577480.53,,,66206922.43,,,4.714488996261,14.29,0.575573530069,32.3026949355,专用设备,2022-11-14
203,688235,百济神州,-4.6,6226519000.0,326.8762203282,38.8245,-5500355000.0,-32.13,-6.48,17.35968264951,-23.49,-4.116346922794,87.9113032499,生物制品,2022-11-12
204,603290,斯达半导,1.6658,1196796593.05,79.1115434789,21.2825,266531477.54,98.71,42.5731,8.642372070437,21.05,0.775913994688,34.9878943132,半导体,2022-11-12
